#Station Number:A02100
#Station Name:Sacramento River at Sacramento (I Street)
#Station Type:Surface Water
#Parameter:Stage
#Output Interval (Unit of Measure):Daily Mean (FOOT)
#Output Date Range:Custom
#Start and End Date of Output Date Range:01/01/1998 - 12/31/2022
#Query Date and Time:11/15/2023 12:18:13
Date Time,Stage Daily Mean (FOOT),Quality Code
07/01/1998 00:00:00,11.36,1: Good data
07/02/1998 00:00:00,10.92,1: Good data
07/03/1998 00:00:00,10.43,1: Good data
07/04/1998 00:00:00,10.13,1: Good data
07/05/1998 00:00:00,9.89,1: Good data
07/06/1998 00:00:00,9.74,1: Good data
07/07/1998 00:00:00,9.62,1: Good data
07/08/1998 00:00:00,9.3,1: Good data
07/09/1998 00:00:00,9.13,1: Good data
07/10/1998 00:00:00,9.06,1: Good data
07/11/1998 00:00:00,8.76,1: Good data
07/12/1998 00:00:00,8.39,1: Good data
07/13/1998 00:00:00,8.08,1: Good data
07/14/1998 00:00:00,7.99,1: Good data
07/15/1998 00:00:00,7.81,1: Good data
07/16/1998 00:00:00,7.58,1: Good data
07/17/1998 00:00:00,7.45,1: Good data
07/18/1998 00:00:00,7.2,1: Good data
07/19/1998 00:00:00,7.13,1: Good data
07/20/1998 00:00:00,7.21,1: Good data
07/21/1998 00:00:00,7.37,1: Good data
07/22/1998 00:00:00,7.29,1: Good data
07/23/1998 00:00:00,7.26,1: Good data
07/24/1998 00:00:00,7.31,1: Good data
07/25/1998 00:00:00,7.26,1: Good data
07/26/1998 00:00:00,7.24,1: Good data
07/27/1998 00:00:00,7.23,1: Good data
07/28/1998 00:00:00,7.22,1: Good data
07/29/1998 00:00:00,7.16,1: Good data
07/30/1998 00:00:00,7.08,1: Good data
07/31/1998 00:00:00,7.05,1: Good data
08/01/1998 00:00:00,6.99,1: Good data
08/02/1998 00:00:00,7.08,1: Good data
08/03/1998 00:00:00,7.18,1: Good data
08/04/1998 00:00:00,7.39,1: Good data
08/05/1998 00:00:00,7.52,1: Good data
08/06/1998 00:00:00,7.65,1: Good data
08/07/1998 00:00:00,7.73,1: Good data
08/08/1998 00:00:00,7.66,1: Good data
08/09/1998 00:00:00,7.59,1: Good data
08/10/1998 00:00:00,7.71,1: Good data
08/11/1998 00:00:00,7.76,1: Good data
08/12/1998 00:00:00,7.66,1: Good data
08/13/1998 00:00:00,7.61,1: Good data
08/14/1998 00:00:00,7.77,1: Good data
08/15/1998 00:00:00,7.83,1: Good data
08/16/1998 00:00:00,7.78,1: Good data
08/17/1998 00:00:00,7.64,1: Good data
08/18/1998 00:00:00,7.67,1: Good data
08/19/1998 00:00:00,7.76,1: Good data
08/20/1998 00:00:00,7.85,1: Good data
08/21/1998 00:00:00,7.85,1: Good data
08/22/1998 00:00:00,7.79,1: Good data
08/23/1998 00:00:00,7.83,1: Good data
08/24/1998 00:00:00,7.88,1: Good data
08/25/1998 00:00:00,8.04,1: Good data
08/26/1998 00:00:00,8.25,1: Good data
08/27/1998 00:00:00,8.15,1: Good data
08/28/1998 00:00:00,7.94,1: Good data
08/29/1998 00:00:00,7.8,1: Good data
08/30/1998 00:00:00,7.76,1: Good data
08/31/1998 00:00:00,7.87,1: Good data
09/01/1998 00:00:00,7.92,1: Good data
09/02/1998 00:00:00,8.14,1: Good data
09/03/1998 00:00:00,8.39,1: Good data
09/04/1998 00:00:00,8.56,1: Good data
09/05/1998 00:00:00,8.74,1: Good data
09/06/1998 00:00:00,8.83,1: Good data
09/07/1998 00:00:00,8.83,1: Good data
09/08/1998 00:00:00,8.95,1: Good data
09/09/1998 00:00:00,8.85,1: Good data
09/10/1998 00:00:00,8.53,1: Good data
09/11/1998 00:00:00,8.84,1: Good data
09/12/1998 00:00:00,8.62,1: Good data
09/13/1998 00:00:00,8.18,1: Good data
09/14/1998 00:00:00,7.76,1: Good data
09/15/1998 00:00:00,7.62,1: Good data
09/16/1998 00:00:00,7.47,1: Good data
09/17/1998 00:00:00,7.55,1: Good data
09/18/1998 00:00:00,7.61,1: Good data
09/19/1998 00:00:00,7.58,1: Good data
09/20/1998 00:00:00,7.62,1: Good data
09/21/1998 00:00:00,7.55,1: Good data
09/22/1998 00:00:00,7.4,1: Good data
09/23/1998 00:00:00,7.52,1: Good data
09/24/1998 00:00:00,7.54,1: Good data
09/25/1998 00:00:00,7.53,1: Good data
09/26/1998 00:00:00,7.38,1: Good data
09/27/1998 00:00:00,7.18,1: Good data
09/28/1998 00:00:00,7.14,1: Good data
09/29/1998 00:00:00,7.25,1: Good data
09/30/1998 00:00:00,7.3,1: Good data
10/01/1998 00:00:00,7.32,1: Good data
10/02/1998 00:00:00,7.09,1: Good data
10/03/1998 00:00:00,6.83,1: Good data
10/04/1998 00:00:00,6.5,1: Good data
10/05/1998 00:00:00,6.3,1: Good data
10/06/1998 00:00:00,6.09,1: Good data
10/07/1998 00:00:00,5.99,1: Good data
10/08/1998 00:00:00,6.01,1: Good data
10/09/1998 00:00:00,5.68,1: Good data
10/10/1998 00:00:00,5.4,1: Good data
10/11/1998 00:00:00,5.12,1: Good data
10/12/1998 00:00:00,4.97,1: Good data
10/13/1998 00:00:00,4.84,1: Good data
10/14/1998 00:00:00,4.71,1: Good data
10/15/1998 00:00:00,4.65,1: Good data
10/16/1998 00:00:00,4.43,1: Good data
10/17/1998 00:00:00,4.28,1: Good data
10/18/1998 00:00:00,4.33,1: Good data
10/19/1998 00:00:00,4.36,1: Good data
10/20/1998 00:00:00,4.39,1: Good data
10/21/1998 00:00:00,4.36,1: Good data
10/22/1998 00:00:00,4.41,1: Good data
10/23/1998 00:00:00,4.33,1: Good data
10/24/1998 00:00:00,4.32,1: Good data
10/25/1998 00:00:00,4.54,1: Good data
10/26/1998 00:00:00,4.38,1: Good data
10/27/1998 00:00:00,4.63,1: Good data
10/28/1998 00:00:00,4.87,1: Good data
10/29/1998 00:00:00,4.69,1: Good data
10/30/1998 00:00:00,4.61,1: Good data
10/31/1998 00:00:00,4.5,1: Good data
11/01/1998 00:00:00,4.46,1: Good data
11/02/1998 00:00:00,4.44,1: Good data
11/03/1998 00:00:00,4.55,1: Good data
11/04/1998 00:00:00,4.58,1: Good data
11/05/1998 00:00:00,4.64,1: Good data
11/06/1998 00:00:00,4.6,1: Good data
11/07/1998 00:00:00,4.81,1: Good data
11/08/1998 00:00:00,5.07,1: Good data
11/09/1998 00:00:00,4.91,1: Good data
11/10/1998 00:00:00,4.97,1: Good data
11/11/1998 00:00:00,5.14,1: Good data
11/12/1998 00:00:00,5.12,1: Good data
11/13/1998 00:00:00,5.12,1: Good data
11/14/1998 00:00:00,5.29,1: Good data
11/15/1998 00:00:00,5.46,1: Good data
11/16/1998 00:00:00,5.64,1: Good data
11/17/1998 00:00:00,6.01,1: Good data
11/18/1998 00:00:00,6.16,1: Good data
11/19/1998 00:00:00,6.11,1: Good data
11/20/1998 00:00:00,6.71,1: Good data
11/21/1998 00:00:00,7.22,1: Good data
11/22/1998 00:00:00,7.49,1: Good data
11/23/1998 00:00:00,7.66,1: Good data
11/24/1998 00:00:00,8.64,1: Good data
11/25/1998 00:00:00,9.28,1: Good data
11/26/1998 00:00:00,10.24,1: Good data
11/27/1998 00:00:00,10.25,1: Good data
11/28/1998 00:00:00,9.97,1: Good data
11/29/1998 00:00:00,10.4,1: Good data
11/30/1998 00:00:00,10.67,1: Good data
12/01/1998 00:00:00,10.99,1: Good data
12/02/1998 00:00:00,12.39,1: Good data
12/03/1998 00:00:00,14.23,1: Good data
12/04/1998 00:00:00,15.9,1: Good data
12/05/1998 00:00:00,17.11,1: Good data
12/06/1998 00:00:00,17.96,1: Good data
12/07/1998 00:00:00,18.35,1: Good data
12/08/1998 00:00:00,18.46,1: Good data
12/09/1998 00:00:00,18.43,1: Good data
12/10/1998 00:00:00,18.11,1: Good data
12/11/1998 00:00:00,17.73,1: Good data
12/12/1998 00:00:00,17.26,1: Good data
12/13/1998 00:00:00,16.72,1: Good data
12/14/1998 00:00:00,16.26,1: Good data
12/15/1998 00:00:00,15.87,1: Good data
12/16/1998 00:00:00,15.53,1: Good data
12/17/1998 00:00:00,14.93,1: Good data
12/18/1998 00:00:00,13.81,1: Good data
12/19/1998 00:00:00,12.74,1: Good data
12/20/1998 00:00:00,12,1: Good data
12/21/1998 00:00:00,11.42,1: Good data
12/22/1998 00:00:00,10.79,1: Good data
12/23/1998 00:00:00,10.13,1: Good data
12/24/1998 00:00:00,9.37,1: Good data
12/25/1998 00:00:00,8.58,1: Good data
12/26/1998 00:00:00,7.96,1: Good data
12/27/1998 00:00:00,7.54,1: Good data
12/28/1998 00:00:00,7.33,1: Good data
12/29/1998 00:00:00,7.24,1: Good data
12/30/1998 00:00:00,7.15,1: Good data
12/31/1998 00:00:00,7.05,1: Good data
01/01/1999 00:00:00,6.81,1: Good data
01/02/1999 00:00:00,6.57,1: Good data
01/03/1999 00:00:00,6.49,1: Good data
01/04/1999 00:00:00,6.36,1: Good data
01/05/1999 00:00:00,6.2,1: Good data
01/06/1999 00:00:00,6.1,1: Good data
01/07/1999 00:00:00,6.03,1: Good data
01/08/1999 00:00:00,5.87,1: Good data
01/09/1999 00:00:00,5.54,1: Good data
01/10/1999 00:00:00,5.34,1: Good data
01/11/1999 00:00:00,5.34,1: Good data
01/12/1999 00:00:00,5.46,1: Good data
01/13/1999 00:00:00,5.5,1: Good data
01/14/1999 00:00:00,5.43,1: Good data
01/15/1999 00:00:00,5.41,1: Good data
01/16/1999 00:00:00,5.61,1: Good data
01/17/1999 00:00:00,5.8,1: Good data
01/18/1999 00:00:00,6.19,1: Good data
01/19/1999 00:00:00,6.87,1: Good data
01/20/1999 00:00:00,9.23,1: Good data
01/21/1999 00:00:00,15.37,1: Good data
01/22/1999 00:00:00,18.05,1: Good data
01/23/1999 00:00:00,18.64,1: Good data
01/24/1999 00:00:00,19.47,1: Good data
01/25/1999 00:00:00,20.15,1: Good data
01/26/1999 00:00:00,19.75,1: Good data
01/27/1999 00:00:00,19.19,1: Good data
01/28/1999 00:00:00,18.26,1: Good data
01/29/1999 00:00:00,17.12,1: Good data
01/30/1999 00:00:00,15.87,1: Good data
01/31/1999 00:00:00,14.79,1: Good data
02/01/1999 00:00:00,13.75,1: Good data
02/02/1999 00:00:00,12.54,1: Good data
02/03/1999 00:00:00,11.49,1: Good data
02/04/1999 00:00:00,10.43,1: Good data
02/05/1999 00:00:00,9.99,1: Good data
02/06/1999 00:00:00,9.97,1: Good data
02/07/1999 00:00:00,12.9,1: Good data
02/08/1999 00:00:00,17.06,1: Good data
02/09/1999 00:00:00,19.76,1: Good data
02/10/1999 00:00:00,23.33,1: Good data
02/11/1999 00:00:00,24.61,1: Good data
02/12/1999 00:00:00,24.08,1: Good data
02/13/1999 00:00:00,23.18,1: Good data
02/14/1999 00:00:00,22.37,1: Good data
02/15/1999 00:00:00,21.61,1: Good data
02/16/1999 00:00:00,21.16,1: Good data
02/17/1999 00:00:00,21.3,1: Good data
02/18/1999 00:00:00,24.54,1: Good data
02/19/1999 00:00:00,24.86,1: Good data
02/20/1999 00:00:00,23.82,1: Good data
02/21/1999 00:00:00,23.4,1: Good data
02/22/1999 00:00:00,23.27,1: Good data
02/23/1999 00:00:00,22.72,1: Good data
02/24/1999 00:00:00,22.07,1: Good data
02/25/1999 00:00:00,21.62,1: Good data
02/26/1999 00:00:00,21.36,1: Good data
02/27/1999 00:00:00,21.18,1: Good data
02/28/1999 00:00:00,21.04,1: Good data
03/01/1999 00:00:00,21.11,1: Good data
03/02/1999 00:00:00,21.52,1: Good data
03/03/1999 00:00:00,21.8,1: Good data
03/04/1999 00:00:00,21.95,1: Good data
03/05/1999 00:00:00,21.91,1: Good data
03/06/1999 00:00:00,21.87,1: Good data
03/07/1999 00:00:00,21.6,1: Good data
03/08/1999 00:00:00,21.17,1: Good data
03/09/1999 00:00:00,20.9,1: Good data
03/10/1999 00:00:00,20.57,1: Good data
03/11/1999 00:00:00,20.24,1: Good data
03/12/1999 00:00:00,20.05,1: Good data
03/13/1999 00:00:00,19.75,1: Good data
03/14/1999 00:00:00,19.45,1: Good data
03/15/1999 00:00:00,19.08,1: Good data
03/16/1999 00:00:00,18.37,1: Good data
03/17/1999 00:00:00,17.32,1: Good data
03/18/1999 00:00:00,16.14,1: Good data
03/19/1999 00:00:00,15.01,1: Good data
03/20/1999 00:00:00,14.05,1: Good data
03/21/1999 00:00:00,13.17,1: Good data
03/22/1999 00:00:00,12.3,1: Good data
03/23/1999 00:00:00,11.55,1: Good data
03/24/1999 00:00:00,10.76,1: Good data
03/25/1999 00:00:00,10.18,1: Good data
03/26/1999 00:00:00,10.22,1: Good data
03/27/1999 00:00:00,11.81,1: Good data
03/28/1999 00:00:00,12.55,1: Good data
03/29/1999 00:00:00,12.68,1: Good data
03/30/1999 00:00:00,12.38,1: Good data
03/31/1999 00:00:00,11.6,1: Good data
04/01/1999 00:00:00,10.52,1: Good data
04/02/1999 00:00:00,9.57,1: Good data
04/03/1999 00:00:00,9.02,1: Good data
04/04/1999 00:00:00,8.51,1: Good data
04/05/1999 00:00:00,8.22,1: Good data
04/06/1999 00:00:00,8.22,1: Good data
04/07/1999 00:00:00,8.07,1: Good data
04/08/1999 00:00:00,8.15,1: Good data
04/09/1999 00:00:00,8.3,1: Good data
04/10/1999 00:00:00,8.24,1: Good data
04/11/1999 00:00:00,8.61,1: Good data
04/12/1999 00:00:00,9,1: Good data
04/13/1999 00:00:00,9.85,1: Good data
04/14/1999 00:00:00,10.7,1: Good data
04/15/1999 00:00:00,10.55,1: Good data
04/16/1999 00:00:00,10.38,1: Good data
04/17/1999 00:00:00,10.39,1: Good data
04/18/1999 00:00:00,10.35,1: Good data
04/19/1999 00:00:00,10.38,1: Good data
04/20/1999 00:00:00,10.29,1: Good data
04/21/1999 00:00:00,10.08,1: Good data
04/22/1999 00:00:00,9.91,1: Good data
04/23/1999 00:00:00,9.49,1: Good data
04/24/1999 00:00:00,9.03,1: Good data
04/25/1999 00:00:00,8.78,1: Good data
04/26/1999 00:00:00,8.39,1: Good data
04/27/1999 00:00:00,8.23,1: Good data
04/28/1999 00:00:00,8.16,1: Good data
04/29/1999 00:00:00,7.82,1: Good data
04/30/1999 00:00:00,7.81,1: Good data
05/01/1999 00:00:00,7.8,1: Good data
05/02/1999 00:00:00,7.79,1: Good data
05/03/1999 00:00:00,7.67,1: Good data
05/04/1999 00:00:00,7.73,1: Good data
05/05/1999 00:00:00,7.49,1: Good data
05/06/1999 00:00:00,7.3,1: Good data
05/07/1999 00:00:00,6.99,1: Good data
05/08/1999 00:00:00,6.46,1: Good data
05/09/1999 00:00:00,6.3,1: Good data
05/10/1999 00:00:00, ,151: Data Missing
05/11/1999 00:00:00, ,255: No data exists
05/12/1999 00:00:00, ,255: No data exists
05/13/1999 00:00:00, ,255: No data exists
05/14/1999 00:00:00, ,255: No data exists
05/15/1999 00:00:00, ,255: No data exists
05/16/1999 00:00:00, ,255: No data exists
05/17/1999 00:00:00, ,255: No data exists
05/18/1999 00:00:00, ,255: No data exists
05/19/1999 00:00:00, ,255: No data exists
05/20/1999 00:00:00, ,255: No data exists
05/21/1999 00:00:00, ,255: No data exists
05/22/1999 00:00:00, ,255: No data exists
05/23/1999 00:00:00, ,255: No data exists
05/24/1999 00:00:00, ,255: No data exists
05/25/1999 00:00:00, ,255: No data exists
05/26/1999 00:00:00, ,255: No data exists
05/27/1999 00:00:00,5.75,1: Good data
05/28/1999 00:00:00,5.81,1: Good data
05/29/1999 00:00:00,5.95,1: Good data
05/30/1999 00:00:00,6.16,1: Good data
05/31/1999 00:00:00,6.44,1: Good data
06/01/1999 00:00:00,6.48,1: Good data
06/02/1999 00:00:00,6.42,1: Good data
06/03/1999 00:00:00,6.2,1: Good data
06/04/1999 00:00:00,6.1,1: Good data
06/05/1999 00:00:00,6.4,1: Good data
06/06/1999 00:00:00,6.56,1: Good data
06/07/1999 00:00:00,6.42,1: Good data
06/08/1999 00:00:00,5.97,1: Good data
06/09/1999 00:00:00,5.62,1: Good data
06/10/1999 00:00:00,5.4,1: Good data
06/11/1999 00:00:00,5.33,1: Good data
06/12/1999 00:00:00,5.37,1: Good data
06/13/1999 00:00:00,5.26,1: Good data
06/14/1999 00:00:00,5.27,1: Good data
06/15/1999 00:00:00,5.28,1: Good data
06/16/1999 00:00:00,5.05,1: Good data
06/17/1999 00:00:00,4.92,1: Good data
06/18/1999 00:00:00,4.94,1: Good data
06/19/1999 00:00:00,4.76,1: Good data
06/20/1999 00:00:00,4.65,1: Good data
06/21/1999 00:00:00,4.79,1: Good data
06/22/1999 00:00:00,4.79,1: Good data
06/23/1999 00:00:00,5.03,1: Good data
06/24/1999 00:00:00,5.2,1: Good data
06/25/1999 00:00:00,4.95,1: Good data
06/26/1999 00:00:00,5.07,1: Good data
06/27/1999 00:00:00,5.17,1: Good data
06/28/1999 00:00:00,5.51,1: Good data
06/29/1999 00:00:00,6.12,1: Good data
06/30/1999 00:00:00,6.57,1: Good data
07/01/1999 00:00:00,6.76,1: Good data
07/02/1999 00:00:00,6.79,1: Good data
07/03/1999 00:00:00,6.64,1: Good data
07/04/1999 00:00:00,6.32,1: Good data
07/05/1999 00:00:00,6.05,1: Good data
07/06/1999 00:00:00,6.14,1: Good data
07/07/1999 00:00:00,6.14,1: Good data
07/08/1999 00:00:00,6.15,1: Good data
07/09/1999 00:00:00,6.47,1: Good data
07/10/1999 00:00:00,6.59,1: Good data
07/11/1999 00:00:00,6.64,1: Good data
07/12/1999 00:00:00,6.76,1: Good data
07/13/1999 00:00:00,6.92,1: Good data
07/14/1999 00:00:00,7.07,1: Good data
07/15/1999 00:00:00,7.25,1: Good data
07/16/1999 00:00:00,7.08,1: Good data
07/17/1999 00:00:00,6.98,1: Good data
07/18/1999 00:00:00,7,1: Good data
07/19/1999 00:00:00,7.1,1: Good data
07/20/1999 00:00:00,7.2,1: Good data
07/21/1999 00:00:00,7.14,1: Good data
07/22/1999 00:00:00,7.19,1: Good data
07/23/1999 00:00:00,7.27,1: Good data
07/24/1999 00:00:00,7.22,1: Good data
07/25/1999 00:00:00,7.17,1: Good data
07/26/1999 00:00:00,7.36,1: Good data
07/27/1999 00:00:00,7.52,1: Good data
07/28/1999 00:00:00,7.58,1: Good data
07/29/1999 00:00:00,7.47,1: Good data
07/30/1999 00:00:00,7.33,1: Good data
07/31/1999 00:00:00,7.14,1: Good data
08/01/1999 00:00:00,7.01,1: Good data
08/02/1999 00:00:00,6.97,1: Good data
08/03/1999 00:00:00,6.86,1: Good data
08/04/1999 00:00:00,6.63,1: Good data
08/05/1999 00:00:00,6.53,1: Good data
08/06/1999 00:00:00,6.52,1: Good data
08/07/1999 00:00:00,6.26,1: Good data
08/08/1999 00:00:00,6.18,1: Good data
08/09/1999 00:00:00,6.08,1: Good data
08/10/1999 00:00:00,6.01,1: Good data
08/11/1999 00:00:00,5.71,1: Good data
08/12/1999 00:00:00,5.51,1: Good data
