DateTime,StageFW,InundationFW,StageISt,InundationISt,Overtopping
01/01/1998 00:00:00,16.45,Not Inundated,5.22,Not Inundated,FALSE
01/02/1998 00:00:00,16.49,Not Inundated,5.37,Not Inundated,FALSE
01/03/1998 00:00:00,16.87,Not Inundated,5.69,Not Inundated,FALSE
01/04/1998 00:00:00,18.46,Not Inundated,6.11,Not Inundated,FALSE
01/05/1998 00:00:00,22.03,Not Inundated,7.18,Not Inundated,FALSE
01/06/1998 00:00:00,23.33,Not Inundated,8.33,Not Inundated,FALSE
01/07/1998 00:00:00,21.91,Not Inundated,8.16,Not Inundated,FALSE
01/08/1998 00:00:00,21.08,Not Inundated,7.54,Not Inundated,FALSE
01/09/1998 00:00:00,21.83,Not Inundated,7.51,Not Inundated,FALSE
01/10/1998 00:00:00,21.48,Not Inundated,7.88,Not Inundated,FALSE
01/11/1998 00:00:00,21.76,Not Inundated,7.99,Not Inundated,FALSE
01/12/1998 00:00:00,26.02,Not Inundated,9.27,Not Inundated,FALSE
01/13/1998 00:00:00,30.33,Not Inundated,14.14,Not Inundated,FALSE
01/14/1998 00:00:00,31.96,Not Inundated,NA,NA,FALSE
01/15/1998 00:00:00,33.58,Inundated,NA,NA,TRUE
01/16/1998 00:00:00,35.31,Inundated,NA,NA,TRUE
01/17/1998 00:00:00,35.65,Inundated,NA,NA,TRUE
01/18/1998 00:00:00,35.73,Inundated,NA,NA,TRUE
01/19/1998 00:00:00,35.88,Inundated,NA,NA,TRUE
01/20/1998 00:00:00,35.92,Inundated,22.77,Inundated,TRUE
01/21/1998 00:00:00,35.9,Inundated,22.17,Inundated,TRUE
01/22/1998 00:00:00,35.67,Inundated,21.73,Inundated,TRUE
01/23/1998 00:00:00,35.37,Inundated,21.24,Inundated,TRUE
01/24/1998 00:00:00,35.17,Inundated,20.74,Inundated,TRUE
01/25/1998 00:00:00,35.05,Inundated,20.34,Inundated,TRUE
01/26/1998 00:00:00,34.92,Inundated,20.08,Inundated,TRUE
01/27/1998 00:00:00,34.94,Inundated,19.94,Inundated,TRUE
01/28/1998 00:00:00,35.11,Inundated,19.98,Inundated,TRUE
01/29/1998 00:00:00,35.45,Inundated,20.24,Inundated,TRUE
01/30/1998 00:00:00,35.75,Inundated,20.81,Inundated,TRUE
01/31/1998 00:00:00,35.67,Inundated,20.79,Inundated,TRUE
02/01/1998 00:00:00,35.58,Inundated,20.65,Inundated,TRUE
02/02/1998 00:00:00,35.65,Inundated,20.83,Inundated,TRUE
02/03/1998 00:00:00,36.48,Inundated,22.99,Inundated,TRUE
02/04/1998 00:00:00,37.49,Inundated,26.58,Inundated,TRUE
02/05/1998 00:00:00,37.94,Inundated,25.9,Inundated,TRUE
02/06/1998 00:00:00,38.24,Inundated,25.07,Inundated,TRUE
02/07/1998 00:00:00,38.27,Inundated,24.57,Inundated,TRUE
02/08/1998 00:00:00,38.46,Inundated,25.1,Inundated,TRUE
02/09/1998 00:00:00,38.43,Inundated,24.72,Inundated,TRUE
02/10/1998 00:00:00,38.15,Inundated,24.01,Inundated,TRUE
02/11/1998 00:00:00,37.7,Inundated,23.47,Inundated,TRUE
02/12/1998 00:00:00,37.32,Inundated,23,Inundated,TRUE
02/13/1998 00:00:00,37.14,Inundated,22.86,Inundated,TRUE
02/14/1998 00:00:00,37.05,Inundated,23.19,Inundated,TRUE
02/15/1998 00:00:00,37.19,Inundated,24.76,Inundated,TRUE
02/16/1998 00:00:00,37.04,Inundated,25.03,Inundated,TRUE
02/17/1998 00:00:00,36.94,Inundated,24.64,Inundated,TRUE
02/18/1998 00:00:00,36.69,Inundated,24.17,Inundated,TRUE
02/19/1998 00:00:00,36.57,Inundated,23.59,Inundated,TRUE
02/20/1998 00:00:00,36.64,Inundated,23.63,Inundated,TRUE
02/21/1998 00:00:00,36.59,Inundated,23.27,Inundated,TRUE
02/22/1998 00:00:00,37.01,Inundated,23.43,Inundated,TRUE
02/23/1998 00:00:00,36.98,Inundated,23.61,Inundated,TRUE
02/24/1998 00:00:00,36.89,Inundated,23.5,Inundated,TRUE
02/25/1998 00:00:00,36.71,Inundated,23.05,Inundated,TRUE
02/26/1998 00:00:00,36.52,Inundated,22.69,Inundated,TRUE
02/27/1998 00:00:00,36.31,Inundated,22.37,Inundated,TRUE
02/28/1998 00:00:00,36.08,Inundated,22.01,Inundated,TRUE
03/01/1998 00:00:00,35.79,Inundated,21.61,Inundated,TRUE
03/02/1998 00:00:00,35.53,Inundated,21.21,Inundated,TRUE
03/03/1998 00:00:00,35.38,Inundated,20.87,Inundated,TRUE
03/04/1998 00:00:00,35.26,Inundated,20.61,Inundated,TRUE
03/05/1998 00:00:00,35.08,Inundated,20.4,Inundated,TRUE
03/06/1998 00:00:00,34.93,Inundated,20.37,Inundated,TRUE
03/07/1998 00:00:00,34.74,Inundated,20.21,Inundated,TRUE
03/08/1998 00:00:00,34.5,Inundated,19.87,Inundated,TRUE
03/09/1998 00:00:00,34.24,Inundated,19.55,Inundated,TRUE
03/10/1998 00:00:00,33.9,Inundated,19.23,Inundated,TRUE
03/11/1998 00:00:00,33.23,Inundated,18.78,Inundated,TRUE
03/12/1998 00:00:00,32.4,Inundated,18.08,Inundated,TRUE
03/13/1998 00:00:00,31.55,Not Inundated,17.28,Inundated,TRUE
03/14/1998 00:00:00,30.8,Not Inundated,16.44,Not Inundated,FALSE
03/15/1998 00:00:00,30.53,Not Inundated,15.69,Not Inundated,FALSE
03/16/1998 00:00:00,30.22,Not Inundated,15.37,Not Inundated,FALSE
03/17/1998 00:00:00,29.66,Not Inundated,15.04,Not Inundated,FALSE
03/18/1998 00:00:00,28.95,Not Inundated,14.44,Not Inundated,FALSE
03/19/1998 00:00:00,28.44,Not Inundated,14.05,Not Inundated,FALSE
03/20/1998 00:00:00,28.58,Not Inundated,14.74,Not Inundated,FALSE
03/21/1998 00:00:00,29.25,Not Inundated,15.23,Not Inundated,FALSE
03/22/1998 00:00:00,30.42,Not Inundated,15.85,Not Inundated,FALSE
03/23/1998 00:00:00,31.7,Not Inundated,16.95,Not Inundated,FALSE
03/24/1998 00:00:00,33.67,Inundated,18.51,Inundated,TRUE
03/25/1998 00:00:00,35.16,Inundated,20.6,Inundated,TRUE
03/26/1998 00:00:00,35.62,Inundated,22.12,Inundated,TRUE
03/27/1998 00:00:00,35.87,Inundated,22.64,Inundated,TRUE
03/28/1998 00:00:00,35.95,Inundated,22.76,Inundated,TRUE
03/29/1998 00:00:00,35.88,Inundated,22.55,Inundated,TRUE
03/30/1998 00:00:00,35.69,Inundated,22.14,Inundated,TRUE
03/31/1998 00:00:00,35.42,Inundated,21.67,Inundated,TRUE
04/01/1998 00:00:00,35.06,Inundated,21.38,Inundated,TRUE
04/02/1998 00:00:00,34.78,Inundated,NA,NA,TRUE
04/03/1998 00:00:00,34.73,Inundated,NA,NA,TRUE
04/04/1998 00:00:00,34.73,Inundated,NA,NA,TRUE
04/05/1998 00:00:00,34.61,Inundated,NA,NA,TRUE
04/06/1998 00:00:00,34.53,Inundated,NA,NA,TRUE
04/07/1998 00:00:00,34.48,Inundated,NA,NA,TRUE
04/08/1998 00:00:00,34.42,Inundated,NA,NA,TRUE
04/09/1998 00:00:00,34.36,Inundated,NA,NA,TRUE
04/10/1998 00:00:00,34.11,Inundated,NA,NA,TRUE
04/11/1998 00:00:00,33.75,Inundated,NA,NA,TRUE
04/12/1998 00:00:00,33.16,Inundated,NA,NA,TRUE
04/13/1998 00:00:00,32.51,Inundated,NA,NA,TRUE
04/14/1998 00:00:00,32,Inundated,NA,NA,TRUE
04/15/1998 00:00:00,31.34,Not Inundated,NA,NA,FALSE
04/16/1998 00:00:00,30.46,Not Inundated,NA,NA,FALSE
04/17/1998 00:00:00,29.47,Not Inundated,NA,NA,FALSE
04/18/1998 00:00:00,28.28,Not Inundated,NA,NA,FALSE
04/19/1998 00:00:00,27.42,Not Inundated,NA,NA,FALSE
04/20/1998 00:00:00,27.16,Not Inundated,NA,NA,FALSE
04/21/1998 00:00:00,27.2,Not Inundated,NA,NA,FALSE
04/22/1998 00:00:00,27.09,Not Inundated,NA,NA,FALSE
04/23/1998 00:00:00,27.05,Not Inundated,NA,NA,FALSE
04/24/1998 00:00:00,27.24,Not Inundated,NA,NA,FALSE
04/25/1998 00:00:00,27.8,Not Inundated,NA,NA,FALSE
04/26/1998 00:00:00,28.06,Not Inundated,NA,NA,FALSE
04/27/1998 00:00:00,28.12,Not Inundated,NA,NA,FALSE
04/28/1998 00:00:00,28.05,Not Inundated,NA,NA,FALSE
04/29/1998 00:00:00,27.46,Not Inundated,NA,NA,FALSE
04/30/1998 00:00:00,26.87,Not Inundated,NA,NA,FALSE
05/01/1998 00:00:00,26.73,Not Inundated,NA,NA,FALSE
05/02/1998 00:00:00,26.89,Not Inundated,NA,NA,FALSE
05/03/1998 00:00:00,27.34,Not Inundated,NA,NA,FALSE
05/04/1998 00:00:00,27.89,Not Inundated,NA,NA,FALSE
05/05/1998 00:00:00,28.08,Not Inundated,NA,NA,FALSE
05/06/1998 00:00:00,28.09,Not Inundated,NA,NA,FALSE
05/07/1998 00:00:00,28.02,Not Inundated,NA,NA,FALSE
05/08/1998 00:00:00,27.39,Not Inundated,NA,NA,FALSE
05/09/1998 00:00:00,26.63,Not Inundated,NA,NA,FALSE
05/10/1998 00:00:00,26.69,Not Inundated,NA,NA,FALSE
05/11/1998 00:00:00,27.09,Not Inundated,NA,NA,FALSE
05/12/1998 00:00:00,26.8,Not Inundated,NA,NA,FALSE
05/13/1998 00:00:00,27.06,Not Inundated,NA,NA,FALSE
05/14/1998 00:00:00,28.04,Not Inundated,NA,NA,FALSE
05/15/1998 00:00:00,28.17,Not Inundated,NA,NA,FALSE
05/16/1998 00:00:00,28.02,Not Inundated,NA,NA,FALSE
05/17/1998 00:00:00,28.17,Not Inundated,NA,NA,FALSE
05/18/1998 00:00:00,29.14,Not Inundated,NA,NA,FALSE
05/19/1998 00:00:00,29.2,Not Inundated,NA,NA,FALSE
05/20/1998 00:00:00,28.85,Not Inundated,NA,NA,FALSE
05/21/1998 00:00:00,28.25,Not Inundated,NA,NA,FALSE
05/22/1998 00:00:00,27.74,Not Inundated,NA,NA,FALSE
05/23/1998 00:00:00,27.18,Not Inundated,NA,NA,FALSE
05/24/1998 00:00:00,26.99,Not Inundated,NA,NA,FALSE
05/25/1998 00:00:00,27.26,Not Inundated,NA,NA,FALSE
05/26/1998 00:00:00,27.86,Not Inundated,NA,NA,FALSE
05/27/1998 00:00:00,28.88,Not Inundated,NA,NA,FALSE
05/28/1998 00:00:00,29.2,Not Inundated,NA,NA,FALSE
05/29/1998 00:00:00,30.28,Not Inundated,15.46,Not Inundated,FALSE
05/30/1998 00:00:00,31.98,Not Inundated,16.71,Not Inundated,FALSE
05/31/1998 00:00:00,33.77,Inundated,18.36,Inundated,TRUE
06/01/1998 00:00:00,34.99,Inundated,20.15,Inundated,TRUE
06/02/1998 00:00:00,34.93,Inundated,21.02,Inundated,TRUE
06/03/1998 00:00:00,34.64,Inundated,20.64,Inundated,TRUE
06/04/1998 00:00:00,34.38,Inundated,20.16,Inundated,TRUE
06/05/1998 00:00:00,34.2,Inundated,19.7,Inundated,TRUE
06/06/1998 00:00:00,34.04,Inundated,19.43,Inundated,TRUE
06/07/1998 00:00:00,33.85,Inundated,19.28,Inundated,TRUE
06/08/1998 00:00:00,33.58,Inundated,19.08,Inundated,TRUE
06/09/1998 00:00:00,33.07,Inundated,18.92,Inundated,TRUE
06/10/1998 00:00:00,32.38,Inundated,18.4,Inundated,TRUE
06/11/1998 00:00:00,31.77,Not Inundated,17.79,Inundated,TRUE
06/12/1998 00:00:00,31.37,Not Inundated,17.23,Inundated,TRUE
06/13/1998 00:00:00,31.37,Not Inundated,16.91,Not Inundated,FALSE
06/14/1998 00:00:00,31.5,Not Inundated,16.97,Not Inundated,FALSE
06/15/1998 00:00:00,31.65,Not Inundated,17.23,Inundated,TRUE
06/16/1998 00:00:00,31.73,Not Inundated,17.83,Inundated,TRUE
06/17/1998 00:00:00,31.42,Not Inundated,18.1,Inundated,TRUE
06/18/1998 00:00:00,30.9,Not Inundated,17.85,Inundated,TRUE
06/19/1998 00:00:00,30.05,Not Inundated,17.15,Inundated,TRUE
06/20/1998 00:00:00,29.19,Not Inundated,16.11,Not Inundated,FALSE
06/21/1998 00:00:00,28.47,Not Inundated,15.26,Not Inundated,FALSE
06/22/1998 00:00:00,27.95,Not Inundated,14.76,Not Inundated,FALSE
06/23/1998 00:00:00,27.54,Not Inundated,14.49,Not Inundated,FALSE
06/24/1998 00:00:00,27.06,Not Inundated,14.14,Not Inundated,FALSE
06/25/1998 00:00:00,26.36,Not Inundated,13.66,Not Inundated,FALSE
06/26/1998 00:00:00,25.65,Not Inundated,12.97,Not Inundated,FALSE
06/27/1998 00:00:00,25.3,Not Inundated,12.3,Not Inundated,FALSE
06/28/1998 00:00:00,25.11,Not Inundated,12.15,Not Inundated,FALSE
06/29/1998 00:00:00,24.81,Not Inundated,12,Not Inundated,FALSE
06/30/1998 00:00:00,24.58,Not Inundated,11.75,Not Inundated,FALSE
07/01/1998 00:00:00,24.34,Not Inundated,11.36,Not Inundated,FALSE
07/02/1998 00:00:00,24.11,Not Inundated,10.92,Not Inundated,FALSE
07/03/1998 00:00:00,23.92,Not Inundated,10.43,Not Inundated,FALSE
07/04/1998 00:00:00,23.74,Not Inundated,10.13,Not Inundated,FALSE
07/05/1998 00:00:00,23.47,Not Inundated,9.89,Not Inundated,FALSE
07/06/1998 00:00:00,23.4,Not Inundated,9.74,Not Inundated,FALSE
07/07/1998 00:00:00,23.27,Not Inundated,9.62,Not Inundated,FALSE
07/08/1998 00:00:00,23.02,Not Inundated,9.3,Not Inundated,FALSE
07/09/1998 00:00:00,22.85,Not Inundated,9.13,Not Inundated,FALSE
07/10/1998 00:00:00,22.55,Not Inundated,9.06,Not Inundated,FALSE
07/11/1998 00:00:00,22.34,Not Inundated,8.76,Not Inundated,FALSE
07/12/1998 00:00:00,22,Not Inundated,8.39,Not Inundated,FALSE
07/13/1998 00:00:00,21.73,Not Inundated,8.08,Not Inundated,FALSE
07/14/1998 00:00:00,21.58,Not Inundated,7.99,Not Inundated,FALSE
07/15/1998 00:00:00,21.47,Not Inundated,7.81,Not Inundated,FALSE
07/16/1998 00:00:00,21.25,Not Inundated,7.58,Not Inundated,FALSE
07/17/1998 00:00:00,21.02,Not Inundated,7.45,Not Inundated,FALSE
07/18/1998 00:00:00,20.81,Not Inundated,7.2,Not Inundated,FALSE
07/19/1998 00:00:00,20.65,Not Inundated,7.13,Not Inundated,FALSE
07/20/1998 00:00:00,20.56,Not Inundated,7.21,Not Inundated,FALSE
07/21/1998 00:00:00,20.48,Not Inundated,7.37,Not Inundated,FALSE
07/22/1998 00:00:00,20.47,Not Inundated,7.29,Not Inundated,FALSE
07/23/1998 00:00:00,20.44,Not Inundated,7.26,Not Inundated,FALSE
07/24/1998 00:00:00,20.4,Not Inundated,7.31,Not Inundated,FALSE
07/25/1998 00:00:00,20.43,Not Inundated,7.26,Not Inundated,FALSE
07/26/1998 00:00:00,20.53,Not Inundated,7.24,Not Inundated,FALSE
07/27/1998 00:00:00,20.59,Not Inundated,7.23,Not Inundated,FALSE
07/28/1998 00:00:00,20.6,Not Inundated,7.22,Not Inundated,FALSE
07/29/1998 00:00:00,20.56,Not Inundated,7.16,Not Inundated,FALSE
07/30/1998 00:00:00,20.5,Not Inundated,7.08,Not Inundated,FALSE
07/31/1998 00:00:00,20.54,Not Inundated,7.05,Not Inundated,FALSE
08/01/1998 00:00:00,20.58,Not Inundated,6.99,Not Inundated,FALSE
08/02/1998 00:00:00,20.64,Not Inundated,7.08,Not Inundated,FALSE
08/03/1998 00:00:00,20.71,Not Inundated,7.18,Not Inundated,FALSE
08/04/1998 00:00:00,20.78,Not Inundated,7.39,Not Inundated,FALSE
08/05/1998 00:00:00,20.75,Not Inundated,7.52,Not Inundated,FALSE
08/06/1998 00:00:00,20.77,Not Inundated,7.65,Not Inundated,FALSE
08/07/1998 00:00:00,20.74,Not Inundated,7.73,Not Inundated,FALSE
08/08/1998 00:00:00,20.62,Not Inundated,7.66,Not Inundated,FALSE
08/09/1998 00:00:00,20.67,Not Inundated,7.59,Not Inundated,FALSE
08/10/1998 00:00:00,20.86,Not Inundated,7.71,Not Inundated,FALSE
08/11/1998 00:00:00,20.95,Not Inundated,7.76,Not Inundated,FALSE
08/12/1998 00:00:00,20.89,Not Inundated,7.66,Not Inundated,FALSE
08/13/1998 00:00:00,20.92,Not Inundated,7.61,Not Inundated,FALSE
08/14/1998 00:00:00,20.98,Not Inundated,7.77,Not Inundated,FALSE
08/15/1998 00:00:00,20.9,Not Inundated,7.83,Not Inundated,FALSE
08/16/1998 00:00:00,20.72,Not Inundated,7.78,Not Inundated,FALSE
08/17/1998 00:00:00,20.67,Not Inundated,7.64,Not Inundated,FALSE
08/18/1998 00:00:00,20.74,Not Inundated,7.67,Not Inundated,FALSE
08/19/1998 00:00:00,20.93,Not Inundated,7.76,Not Inundated,FALSE
08/20/1998 00:00:00,21.04,Not Inundated,7.85,Not Inundated,FALSE
08/21/1998 00:00:00,21.06,Not Inundated,7.85,Not Inundated,FALSE
08/22/1998 00:00:00,21.12,Not Inundated,7.79,Not Inundated,FALSE
08/23/1998 00:00:00,21.18,Not Inundated,7.83,Not Inundated,FALSE
08/24/1998 00:00:00,21.31,Not Inundated,7.88,Not Inundated,FALSE
08/25/1998 00:00:00,21.42,Not Inundated,8.04,Not Inundated,FALSE
08/26/1998 00:00:00,21.66,Not Inundated,8.25,Not Inundated,FALSE
08/27/1998 00:00:00,21.57,Not Inundated,8.15,Not Inundated,FALSE
08/28/1998 00:00:00,21.34,Not Inundated,7.94,Not Inundated,FALSE
08/29/1998 00:00:00,21.22,Not Inundated,7.8,Not Inundated,FALSE
08/30/1998 00:00:00,21.22,Not Inundated,7.76,Not Inundated,FALSE
08/31/1998 00:00:00,21.22,Not Inundated,7.87,Not Inundated,FALSE
09/01/1998 00:00:00,21.2,Not Inundated,7.92,Not Inundated,FALSE
09/02/1998 00:00:00,21.28,Not Inundated,8.14,Not Inundated,FALSE
09/03/1998 00:00:00,21.48,Not Inundated,8.39,Not Inundated,FALSE
09/04/1998 00:00:00,21.68,Not Inundated,8.56,Not Inundated,FALSE
09/05/1998 00:00:00,21.78,Not Inundated,8.74,Not Inundated,FALSE
09/06/1998 00:00:00,22.04,Not Inundated,8.83,Not Inundated,FALSE
09/07/1998 00:00:00,22.1,Not Inundated,8.83,Not Inundated,FALSE
09/08/1998 00:00:00,22.11,Not Inundated,8.95,Not Inundated,FALSE
09/09/1998 00:00:00,22.2,Not Inundated,8.85,Not Inundated,FALSE
09/10/1998 00:00:00,22.25,Not Inundated,8.53,Not Inundated,FALSE
09/11/1998 00:00:00,22.17,Not Inundated,8.84,Not Inundated,FALSE
09/12/1998 00:00:00,21.94,Not Inundated,8.62,Not Inundated,FALSE
09/13/1998 00:00:00,21.58,Not Inundated,8.18,Not Inundated,FALSE
09/14/1998 00:00:00,21.18,Not Inundated,7.76,Not Inundated,FALSE
09/15/1998 00:00:00,20.68,Not Inundated,7.62,Not Inundated,FALSE
09/16/1998 00:00:00,20.38,Not Inundated,7.47,Not Inundated,FALSE
09/17/1998 00:00:00,20.32,Not Inundated,7.55,Not Inundated,FALSE
09/18/1998 00:00:00,20.51,Not Inundated,7.61,Not Inundated,FALSE
09/19/1998 00:00:00,20.53,Not Inundated,7.58,Not Inundated,FALSE
09/20/1998 00:00:00,20.5,Not Inundated,7.62,Not Inundated,FALSE
09/21/1998 00:00:00,20.39,Not Inundated,7.55,Not Inundated,FALSE
09/22/1998 00:00:00,19.78,Not Inundated,7.4,Not Inundated,FALSE
09/23/1998 00:00:00,19.79,Not Inundated,7.52,Not Inundated,FALSE
09/24/1998 00:00:00,19.83,Not Inundated,7.54,Not Inundated,FALSE
09/25/1998 00:00:00,19.73,Not Inundated,7.53,Not Inundated,FALSE
09/26/1998 00:00:00,19.61,Not Inundated,7.38,Not Inundated,FALSE
09/27/1998 00:00:00,19.44,Not Inundated,7.18,Not Inundated,FALSE
09/28/1998 00:00:00,19.44,Not Inundated,7.14,Not Inundated,FALSE
09/29/1998 00:00:00,19.45,Not Inundated,7.25,Not Inundated,FALSE
09/30/1998 00:00:00,19.4,Not Inundated,7.3,Not Inundated,FALSE
10/01/1998 00:00:00,19.34,Not Inundated,7.32,Not Inundated,FALSE
10/02/1998 00:00:00,19.21,Not Inundated,7.09,Not Inundated,FALSE
10/03/1998 00:00:00,19.1,Not Inundated,6.83,Not Inundated,FALSE
10/04/1998 00:00:00,18.88,Not Inundated,6.5,Not Inundated,FALSE
10/05/1998 00:00:00,18.72,Not Inundated,6.3,Not Inundated,FALSE
10/06/1998 00:00:00,18.46,Not Inundated,6.09,Not Inundated,FALSE
10/07/1998 00:00:00,18.23,Not Inundated,5.99,Not Inundated,FALSE
10/08/1998 00:00:00,18.07,Not Inundated,6.01,Not Inundated,FALSE
10/09/1998 00:00:00,17.81,Not Inundated,5.68,Not Inundated,FALSE
10/10/1998 00:00:00,17.55,Not Inundated,5.4,Not Inundated,FALSE
10/11/1998 00:00:00,17.3,Not Inundated,5.12,Not Inundated,FALSE
10/12/1998 00:00:00,17.15,Not Inundated,4.97,Not Inundated,FALSE
10/13/1998 00:00:00,16.97,Not Inundated,4.84,Not Inundated,FALSE
10/14/1998 00:00:00,16.7,Not Inundated,4.71,Not Inundated,FALSE
10/15/1998 00:00:00,16.52,Not Inundated,4.65,Not Inundated,FALSE
10/16/1998 00:00:00,16.31,Not Inundated,4.43,Not Inundated,FALSE
10/17/1998 00:00:00,16.24,Not Inundated,4.28,Not Inundated,FALSE
10/18/1998 00:00:00,16.09,Not Inundated,4.33,Not Inundated,FALSE
10/19/1998 00:00:00,15.93,Not Inundated,4.36,Not Inundated,FALSE
10/20/1998 00:00:00,15.89,Not Inundated,4.39,Not Inundated,FALSE
10/21/1998 00:00:00,15.82,Not Inundated,4.36,Not Inundated,FALSE
10/22/1998 00:00:00,15.73,Not Inundated,4.41,Not Inundated,FALSE
10/23/1998 00:00:00,15.68,Not Inundated,4.33,Not Inundated,FALSE
10/24/1998 00:00:00,15.56,Not Inundated,4.32,Not Inundated,FALSE
10/25/1998 00:00:00,15.59,Not Inundated,4.54,Not Inundated,FALSE
10/26/1998 00:00:00,16.03,Not Inundated,4.38,Not Inundated,FALSE
10/27/1998 00:00:00,16.58,Not Inundated,4.63,Not Inundated,FALSE
10/28/1998 00:00:00,16.68,Not Inundated,4.87,Not Inundated,FALSE
10/29/1998 00:00:00,16.7,Not Inundated,4.69,Not Inundated,FALSE
10/30/1998 00:00:00,16.6,Not Inundated,4.61,Not Inundated,FALSE
10/31/1998 00:00:00,16.46,Not Inundated,4.5,Not Inundated,FALSE
11/01/1998 00:00:00,16.33,Not Inundated,4.46,Not Inundated,FALSE
11/02/1998 00:00:00,16.24,Not Inundated,4.44,Not Inundated,FALSE
11/03/1998 00:00:00,16.22,Not Inundated,4.55,Not Inundated,FALSE
11/04/1998 00:00:00,16.2,Not Inundated,4.58,Not Inundated,FALSE
11/05/1998 00:00:00,16.16,Not Inundated,4.64,Not Inundated,FALSE
11/06/1998 00:00:00,16.15,Not Inundated,4.6,Not Inundated,FALSE
11/07/1998 00:00:00,16.1,Not Inundated,4.81,Not Inundated,FALSE
11/08/1998 00:00:00,16.34,Not Inundated,5.07,Not Inundated,FALSE
11/09/1998 00:00:00,17.04,Not Inundated,4.91,Not Inundated,FALSE
11/10/1998 00:00:00,17.28,Not Inundated,4.97,Not Inundated,FALSE
11/11/1998 00:00:00,17.37,Not Inundated,5.14,Not Inundated,FALSE
11/12/1998 00:00:00,17.35,Not Inundated,5.12,Not Inundated,FALSE
11/13/1998 00:00:00,17.44,Not Inundated,5.12,Not Inundated,FALSE
11/14/1998 00:00:00,17.64,Not Inundated,5.29,Not Inundated,FALSE
11/15/1998 00:00:00,17.72,Not Inundated,5.46,Not Inundated,FALSE
11/16/1998 00:00:00,18.16,Not Inundated,5.64,Not Inundated,FALSE
11/17/1998 00:00:00,18.48,Not Inundated,6.01,Not Inundated,FALSE
11/18/1998 00:00:00,18.69,Not Inundated,6.16,Not Inundated,FALSE
11/19/1998 00:00:00,19.92,Not Inundated,6.11,Not Inundated,FALSE
11/20/1998 00:00:00,21.28,Not Inundated,6.71,Not Inundated,FALSE
11/21/1998 00:00:00,21.65,Not Inundated,7.22,Not Inundated,FALSE
11/22/1998 00:00:00,21.66,Not Inundated,7.49,Not Inundated,FALSE
11/23/1998 00:00:00,22.33,Not Inundated,7.66,Not Inundated,FALSE
11/24/1998 00:00:00,23.89,Not Inundated,8.64,Not Inundated,FALSE
11/25/1998 00:00:00,25.92,Not Inundated,9.28,Not Inundated,FALSE
11/26/1998 00:00:00,26.23,Not Inundated,10.24,Not Inundated,FALSE
11/27/1998 00:00:00,25.43,Not Inundated,10.25,Not Inundated,FALSE
11/28/1998 00:00:00,25.77,Not Inundated,9.97,Not Inundated,FALSE
11/29/1998 00:00:00,26.34,Not Inundated,10.4,Not Inundated,FALSE
11/30/1998 00:00:00,25.89,Not Inundated,10.67,Not Inundated,FALSE
12/01/1998 00:00:00,27.38,Not Inundated,10.99,Not Inundated,FALSE
12/02/1998 00:00:00,29.6,Not Inundated,12.39,Not Inundated,FALSE
12/03/1998 00:00:00,30.91,Not Inundated,14.23,Not Inundated,FALSE
12/04/1998 00:00:00,32.14,Inundated,15.9,Not Inundated,TRUE
12/05/1998 00:00:00,33.13,Inundated,17.11,Inundated,TRUE
12/06/1998 00:00:00,33.6,Inundated,17.96,Inundated,TRUE
12/07/1998 00:00:00,33.83,Inundated,18.35,Inundated,TRUE
12/08/1998 00:00:00,33.88,Inundated,18.46,Inundated,TRUE
12/09/1998 00:00:00,33.7,Inundated,18.43,Inundated,TRUE
12/10/1998 00:00:00,33.3,Inundated,18.11,Inundated,TRUE
12/11/1998 00:00:00,32.84,Inundated,17.73,Inundated,TRUE
12/12/1998 00:00:00,32.27,Inundated,17.26,Inundated,TRUE
12/13/1998 00:00:00,31.78,Not Inundated,16.72,Not Inundated,FALSE
12/14/1998 00:00:00,31.4,Not Inundated,16.26,Not Inundated,FALSE
12/15/1998 00:00:00,31.13,Not Inundated,15.87,Not Inundated,FALSE
12/16/1998 00:00:00,30.71,Not Inundated,15.53,Not Inundated,FALSE
12/17/1998 00:00:00,29.67,Not Inundated,14.93,Not Inundated,FALSE
12/18/1998 00:00:00,28.32,Not Inundated,13.81,Not Inundated,FALSE
12/19/1998 00:00:00,27.39,Not Inundated,12.74,Not Inundated,FALSE
12/20/1998 00:00:00,26.71,Not Inundated,12,Not Inundated,FALSE
12/21/1998 00:00:00,25.94,Not Inundated,11.42,Not Inundated,FALSE
12/22/1998 00:00:00,24.98,Not Inundated,10.79,Not Inundated,FALSE
12/23/1998 00:00:00,23.98,Not Inundated,10.13,Not Inundated,FALSE
12/24/1998 00:00:00,22.99,Not Inundated,9.37,Not Inundated,FALSE
12/25/1998 00:00:00,22.12,Not Inundated,8.58,Not Inundated,FALSE
12/26/1998 00:00:00,21.52,Not Inundated,7.96,Not Inundated,FALSE
12/27/1998 00:00:00,21.12,Not Inundated,7.54,Not Inundated,FALSE
12/28/1998 00:00:00,20.86,Not Inundated,7.33,Not Inundated,FALSE
12/29/1998 00:00:00,20.67,Not Inundated,7.24,Not Inundated,FALSE
12/30/1998 00:00:00,20.55,Not Inundated,7.15,Not Inundated,FALSE
12/31/1998 00:00:00,20.25,Not Inundated,7.05,Not Inundated,FALSE
01/01/1999 00:00:00,19.87,Not Inundated,6.81,Not Inundated,FALSE
