DateTime,StageHeight_FW,StageHeight_ISt,Dates
01/01/1998 00:00:00,16.45,5.22,1998/01/01
01/02/1998 00:00:00,16.49,5.37,1998/01/02
01/03/1998 00:00:00,16.87,5.69,1998/01/03
01/04/1998 00:00:00,18.46,6.11,1998/01/04
01/05/1998 00:00:00,22.03,7.18,1998/01/05
01/06/1998 00:00:00,23.33,8.33,1998/01/06
01/07/1998 00:00:00,21.91,8.16,1998/01/07
01/08/1998 00:00:00,21.08,7.54,1998/01/08
01/09/1998 00:00:00,21.83,7.51,1998/01/09
01/10/1998 00:00:00,21.48,7.88,1998/01/10
01/11/1998 00:00:00,21.76,7.99,1998/01/11
01/12/1998 00:00:00,26.02,9.27,1998/01/12
01/13/1998 00:00:00,30.33,14.14,1998/01/13
01/14/1998 00:00:00,31.96,NA,1998/01/14
01/15/1998 00:00:00,33.58,NA,1998/01/15
01/16/1998 00:00:00,35.31,NA,1998/01/16
01/17/1998 00:00:00,35.65,NA,1998/01/17
01/18/1998 00:00:00,35.73,NA,1998/01/18
01/19/1998 00:00:00,35.88,NA,1998/01/19
01/20/1998 00:00:00,35.92,22.77,1998/01/20
01/21/1998 00:00:00,35.9,22.17,1998/01/21
01/22/1998 00:00:00,35.67,21.73,1998/01/22
01/23/1998 00:00:00,35.37,21.24,1998/01/23
01/24/1998 00:00:00,35.17,20.74,1998/01/24
01/25/1998 00:00:00,35.05,20.34,1998/01/25
01/26/1998 00:00:00,34.92,20.08,1998/01/26
01/27/1998 00:00:00,34.94,19.94,1998/01/27
01/28/1998 00:00:00,35.11,19.98,1998/01/28
01/29/1998 00:00:00,35.45,20.24,1998/01/29
01/30/1998 00:00:00,35.75,20.81,1998/01/30
01/31/1998 00:00:00,35.67,20.79,1998/01/31
02/01/1998 00:00:00,35.58,20.65,1998/02/01
02/02/1998 00:00:00,35.65,20.83,1998/02/02
02/03/1998 00:00:00,36.48,22.99,1998/02/03
02/04/1998 00:00:00,37.49,26.58,1998/02/04
02/05/1998 00:00:00,37.94,25.9,1998/02/05
02/06/1998 00:00:00,38.24,25.07,1998/02/06
02/07/1998 00:00:00,38.27,24.57,1998/02/07
02/08/1998 00:00:00,38.46,25.1,1998/02/08
02/09/1998 00:00:00,38.43,24.72,1998/02/09
02/10/1998 00:00:00,38.15,24.01,1998/02/10
02/11/1998 00:00:00,37.7,23.47,1998/02/11
02/12/1998 00:00:00,37.32,23,1998/02/12
02/13/1998 00:00:00,37.14,22.86,1998/02/13
02/14/1998 00:00:00,37.05,23.19,1998/02/14
02/15/1998 00:00:00,37.19,24.76,1998/02/15
02/16/1998 00:00:00,37.04,25.03,1998/02/16
02/17/1998 00:00:00,36.94,24.64,1998/02/17
02/18/1998 00:00:00,36.69,24.17,1998/02/18
02/19/1998 00:00:00,36.57,23.59,1998/02/19
02/20/1998 00:00:00,36.64,23.63,1998/02/20
02/21/1998 00:00:00,36.59,23.27,1998/02/21
02/22/1998 00:00:00,37.01,23.43,1998/02/22
02/23/1998 00:00:00,36.98,23.61,1998/02/23
02/24/1998 00:00:00,36.89,23.5,1998/02/24
02/25/1998 00:00:00,36.71,23.05,1998/02/25
02/26/1998 00:00:00,36.52,22.69,1998/02/26
02/27/1998 00:00:00,36.31,22.37,1998/02/27
02/28/1998 00:00:00,36.08,22.01,1998/02/28
03/01/1998 00:00:00,35.79,21.61,1998/03/01
03/02/1998 00:00:00,35.53,21.21,1998/03/02
03/03/1998 00:00:00,35.38,20.87,1998/03/03
03/04/1998 00:00:00,35.26,20.61,1998/03/04
03/05/1998 00:00:00,35.08,20.4,1998/03/05
03/06/1998 00:00:00,34.93,20.37,1998/03/06
03/07/1998 00:00:00,34.74,20.21,1998/03/07
03/08/1998 00:00:00,34.5,19.87,1998/03/08
03/09/1998 00:00:00,34.24,19.55,1998/03/09
03/10/1998 00:00:00,33.9,19.23,1998/03/10
03/11/1998 00:00:00,33.23,18.78,1998/03/11
03/12/1998 00:00:00,32.4,18.08,1998/03/12
03/13/1998 00:00:00,31.55,17.28,1998/03/13
03/14/1998 00:00:00,30.8,16.44,1998/03/14
03/15/1998 00:00:00,30.53,15.69,1998/03/15
03/16/1998 00:00:00,30.22,15.37,1998/03/16
03/17/1998 00:00:00,29.66,15.04,1998/03/17
03/18/1998 00:00:00,28.95,14.44,1998/03/18
03/19/1998 00:00:00,28.44,14.05,1998/03/19
03/20/1998 00:00:00,28.58,14.74,1998/03/20
03/21/1998 00:00:00,29.25,15.23,1998/03/21
03/22/1998 00:00:00,30.42,15.85,1998/03/22
03/23/1998 00:00:00,31.7,16.95,1998/03/23
03/24/1998 00:00:00,33.67,18.51,1998/03/24
03/25/1998 00:00:00,35.16,20.6,1998/03/25
03/26/1998 00:00:00,35.62,22.12,1998/03/26
03/27/1998 00:00:00,35.87,22.64,1998/03/27
03/28/1998 00:00:00,35.95,22.76,1998/03/28
03/29/1998 00:00:00,35.88,22.55,1998/03/29
03/30/1998 00:00:00,35.69,22.14,1998/03/30
03/31/1998 00:00:00,35.42,21.67,1998/03/31
04/01/1998 00:00:00,35.06,21.38,1998/04/01
04/02/1998 00:00:00,34.78,NA,1998/04/02
04/03/1998 00:00:00,34.73,NA,1998/04/03
04/04/1998 00:00:00,34.73,NA,1998/04/04
04/05/1998 00:00:00,34.61,NA,1998/04/05
04/06/1998 00:00:00,34.53,NA,1998/04/06
04/07/1998 00:00:00,34.48,NA,1998/04/07
04/08/1998 00:00:00,34.42,NA,1998/04/08
04/09/1998 00:00:00,34.36,NA,1998/04/09
04/10/1998 00:00:00,34.11,NA,1998/04/10
04/11/1998 00:00:00,33.75,NA,1998/04/11
04/12/1998 00:00:00,33.16,NA,1998/04/12
04/13/1998 00:00:00,32.51,NA,1998/04/13
04/14/1998 00:00:00,32,NA,1998/04/14
04/15/1998 00:00:00,31.34,NA,1998/04/15
04/16/1998 00:00:00,30.46,NA,1998/04/16
04/17/1998 00:00:00,29.47,NA,1998/04/17
04/18/1998 00:00:00,28.28,NA,1998/04/18
04/19/1998 00:00:00,27.42,NA,1998/04/19
04/20/1998 00:00:00,27.16,NA,1998/04/20
04/21/1998 00:00:00,27.2,NA,1998/04/21
04/22/1998 00:00:00,27.09,NA,1998/04/22
04/23/1998 00:00:00,27.05,NA,1998/04/23
04/24/1998 00:00:00,27.24,NA,1998/04/24
04/25/1998 00:00:00,27.8,NA,1998/04/25
04/26/1998 00:00:00,28.06,NA,1998/04/26
04/27/1998 00:00:00,28.12,NA,1998/04/27
04/28/1998 00:00:00,28.05,NA,1998/04/28
04/29/1998 00:00:00,27.46,NA,1998/04/29
04/30/1998 00:00:00,26.87,NA,1998/04/30
05/01/1998 00:00:00,26.73,NA,1998/05/01
05/02/1998 00:00:00,26.89,NA,1998/05/02
05/03/1998 00:00:00,27.34,NA,1998/05/03
05/04/1998 00:00:00,27.89,NA,1998/05/04
05/05/1998 00:00:00,28.08,NA,1998/05/05
05/06/1998 00:00:00,28.09,NA,1998/05/06
05/07/1998 00:00:00,28.02,NA,1998/05/07
05/08/1998 00:00:00,27.39,NA,1998/05/08
05/09/1998 00:00:00,26.63,NA,1998/05/09
05/10/1998 00:00:00,26.69,NA,1998/05/10
05/11/1998 00:00:00,27.09,NA,1998/05/11
05/12/1998 00:00:00,26.8,NA,1998/05/12
05/13/1998 00:00:00,27.06,NA,1998/05/13
05/14/1998 00:00:00,28.04,NA,1998/05/14
05/15/1998 00:00:00,28.17,NA,1998/05/15
05/16/1998 00:00:00,28.02,NA,1998/05/16
05/17/1998 00:00:00,28.17,NA,1998/05/17
05/18/1998 00:00:00,29.14,NA,1998/05/18
05/19/1998 00:00:00,29.2,NA,1998/05/19
05/20/1998 00:00:00,28.85,NA,1998/05/20
05/21/1998 00:00:00,28.25,NA,1998/05/21
05/22/1998 00:00:00,27.74,NA,1998/05/22
05/23/1998 00:00:00,27.18,NA,1998/05/23
05/24/1998 00:00:00,26.99,NA,1998/05/24
05/25/1998 00:00:00,27.26,NA,1998/05/25
05/26/1998 00:00:00,27.86,NA,1998/05/26
05/27/1998 00:00:00,28.88,NA,1998/05/27
05/28/1998 00:00:00,29.2,NA,1998/05/28
05/29/1998 00:00:00,30.28,15.46,1998/05/29
05/30/1998 00:00:00,31.98,16.71,1998/05/30
05/31/1998 00:00:00,33.77,18.36,1998/05/31
06/01/1998 00:00:00,34.99,20.15,1998/06/01
06/02/1998 00:00:00,34.93,21.02,1998/06/02
06/03/1998 00:00:00,34.64,20.64,1998/06/03
06/04/1998 00:00:00,34.38,20.16,1998/06/04
06/05/1998 00:00:00,34.2,19.7,1998/06/05
06/06/1998 00:00:00,34.04,19.43,1998/06/06
06/07/1998 00:00:00,33.85,19.28,1998/06/07
06/08/1998 00:00:00,33.58,19.08,1998/06/08
06/09/1998 00:00:00,33.07,18.92,1998/06/09
06/10/1998 00:00:00,32.38,18.4,1998/06/10
06/11/1998 00:00:00,31.77,17.79,1998/06/11
06/12/1998 00:00:00,31.37,17.23,1998/06/12
06/13/1998 00:00:00,31.37,16.91,1998/06/13
06/14/1998 00:00:00,31.5,16.97,1998/06/14
06/15/1998 00:00:00,31.65,17.23,1998/06/15
06/16/1998 00:00:00,31.73,17.83,1998/06/16
06/17/1998 00:00:00,31.42,18.1,1998/06/17
06/18/1998 00:00:00,30.9,17.85,1998/06/18
06/19/1998 00:00:00,30.05,17.15,1998/06/19
06/20/1998 00:00:00,29.19,16.11,1998/06/20
06/21/1998 00:00:00,28.47,15.26,1998/06/21
06/22/1998 00:00:00,27.95,14.76,1998/06/22
06/23/1998 00:00:00,27.54,14.49,1998/06/23
06/24/1998 00:00:00,27.06,14.14,1998/06/24
06/25/1998 00:00:00,26.36,13.66,1998/06/25
06/26/1998 00:00:00,25.65,12.97,1998/06/26
06/27/1998 00:00:00,25.3,12.3,1998/06/27
06/28/1998 00:00:00,25.11,12.15,1998/06/28
06/29/1998 00:00:00,24.81,12,1998/06/29
06/30/1998 00:00:00,24.58,11.75,1998/06/30
07/01/1998 00:00:00,24.34,11.36,1998/07/01
07/02/1998 00:00:00,24.11,10.92,1998/07/02
07/03/1998 00:00:00,23.92,10.43,1998/07/03
07/04/1998 00:00:00,23.74,10.13,1998/07/04
07/05/1998 00:00:00,23.47,9.89,1998/07/05
07/06/1998 00:00:00,23.4,9.74,1998/07/06
07/07/1998 00:00:00,23.27,9.62,1998/07/07
07/08/1998 00:00:00,23.02,9.3,1998/07/08
07/09/1998 00:00:00,22.85,9.13,1998/07/09
07/10/1998 00:00:00,22.55,9.06,1998/07/10
07/11/1998 00:00:00,22.34,8.76,1998/07/11
07/12/1998 00:00:00,22,8.39,1998/07/12
07/13/1998 00:00:00,21.73,8.08,1998/07/13
07/14/1998 00:00:00,21.58,7.99,1998/07/14
07/15/1998 00:00:00,21.47,7.81,1998/07/15
07/16/1998 00:00:00,21.25,7.58,1998/07/16
07/17/1998 00:00:00,21.02,7.45,1998/07/17
07/18/1998 00:00:00,20.81,7.2,1998/07/18
07/19/1998 00:00:00,20.65,7.13,1998/07/19
07/20/1998 00:00:00,20.56,7.21,1998/07/20
07/21/1998 00:00:00,20.48,7.37,1998/07/21
07/22/1998 00:00:00,20.47,7.29,1998/07/22
07/23/1998 00:00:00,20.44,7.26,1998/07/23
07/24/1998 00:00:00,20.4,7.31,1998/07/24
07/25/1998 00:00:00,20.43,7.26,1998/07/25
07/26/1998 00:00:00,20.53,7.24,1998/07/26
07/27/1998 00:00:00,20.59,7.23,1998/07/27
07/28/1998 00:00:00,20.6,7.22,1998/07/28
07/29/1998 00:00:00,20.56,7.16,1998/07/29
07/30/1998 00:00:00,20.5,7.08,1998/07/30
07/31/1998 00:00:00,20.54,7.05,1998/07/31
08/01/1998 00:00:00,20.58,6.99,1998/08/01
08/02/1998 00:00:00,20.64,7.08,1998/08/02
08/03/1998 00:00:00,20.71,7.18,1998/08/03
08/04/1998 00:00:00,20.78,7.39,1998/08/04
08/05/1998 00:00:00,20.75,7.52,1998/08/05
08/06/1998 00:00:00,20.77,7.65,1998/08/06
08/07/1998 00:00:00,20.74,7.73,1998/08/07
08/08/1998 00:00:00,20.62,7.66,1998/08/08
08/09/1998 00:00:00,20.67,7.59,1998/08/09
08/10/1998 00:00:00,20.86,7.71,1998/08/10
08/11/1998 00:00:00,20.95,7.76,1998/08/11
08/12/1998 00:00:00,20.89,7.66,1998/08/12
08/13/1998 00:00:00,20.92,7.61,1998/08/13
08/14/1998 00:00:00,20.98,7.77,1998/08/14
08/15/1998 00:00:00,20.9,7.83,1998/08/15
08/16/1998 00:00:00,20.72,7.78,1998/08/16
08/17/1998 00:00:00,20.67,7.64,1998/08/17
08/18/1998 00:00:00,20.74,7.67,1998/08/18
08/19/1998 00:00:00,20.93,7.76,1998/08/19
08/20/1998 00:00:00,21.04,7.85,1998/08/20
08/21/1998 00:00:00,21.06,7.85,1998/08/21
08/22/1998 00:00:00,21.12,7.79,1998/08/22
08/23/1998 00:00:00,21.18,7.83,1998/08/23
08/24/1998 00:00:00,21.31,7.88,1998/08/24
08/25/1998 00:00:00,21.42,8.04,1998/08/25
08/26/1998 00:00:00,21.66,8.25,1998/08/26
08/27/1998 00:00:00,21.57,8.15,1998/08/27
08/28/1998 00:00:00,21.34,7.94,1998/08/28
08/29/1998 00:00:00,21.22,7.8,1998/08/29
08/30/1998 00:00:00,21.22,7.76,1998/08/30
08/31/1998 00:00:00,21.22,7.87,1998/08/31
09/01/1998 00:00:00,21.2,7.92,1998/09/01
09/02/1998 00:00:00,21.28,8.14,1998/09/02
09/03/1998 00:00:00,21.48,8.39,1998/09/03
09/04/1998 00:00:00,21.68,8.56,1998/09/04
09/05/1998 00:00:00,21.78,8.74,1998/09/05
09/06/1998 00:00:00,22.04,8.83,1998/09/06
09/07/1998 00:00:00,22.1,8.83,1998/09/07
09/08/1998 00:00:00,22.11,8.95,1998/09/08
09/09/1998 00:00:00,22.2,8.85,1998/09/09
09/10/1998 00:00:00,22.25,8.53,1998/09/10
09/11/1998 00:00:00,22.17,8.84,1998/09/11
09/12/1998 00:00:00,21.94,8.62,1998/09/12
09/13/1998 00:00:00,21.58,8.18,1998/09/13
09/14/1998 00:00:00,21.18,7.76,1998/09/14
09/15/1998 00:00:00,20.68,7.62,1998/09/15
09/16/1998 00:00:00,20.38,7.47,1998/09/16
09/17/1998 00:00:00,20.32,7.55,1998/09/17
09/18/1998 00:00:00,20.51,7.61,1998/09/18
09/19/1998 00:00:00,20.53,7.58,1998/09/19
09/20/1998 00:00:00,20.5,7.62,1998/09/20
09/21/1998 00:00:00,20.39,7.55,1998/09/21
09/22/1998 00:00:00,19.78,7.4,1998/09/22
09/23/1998 00:00:00,19.79,7.52,1998/09/23
09/24/1998 00:00:00,19.83,7.54,1998/09/24
09/25/1998 00:00:00,19.73,7.53,1998/09/25
09/26/1998 00:00:00,19.61,7.38,1998/09/26
09/27/1998 00:00:00,19.44,7.18,1998/09/27
09/28/1998 00:00:00,19.44,7.14,1998/09/28
09/29/1998 00:00:00,19.45,7.25,1998/09/29
09/30/1998 00:00:00,19.4,7.3,1998/09/30
10/01/1998 00:00:00,19.34,7.32,1998/10/01
10/02/1998 00:00:00,19.21,7.09,1998/10/02
10/03/1998 00:00:00,19.1,6.83,1998/10/03
10/04/1998 00:00:00,18.88,6.5,1998/10/04
10/05/1998 00:00:00,18.72,6.3,1998/10/05
10/06/1998 00:00:00,18.46,6.09,1998/10/06
10/07/1998 00:00:00,18.23,5.99,1998/10/07
10/08/1998 00:00:00,18.07,6.01,1998/10/08
10/09/1998 00:00:00,17.81,5.68,1998/10/09
10/10/1998 00:00:00,17.55,5.4,1998/10/10
10/11/1998 00:00:00,17.3,5.12,1998/10/11
10/12/1998 00:00:00,17.15,4.97,1998/10/12
10/13/1998 00:00:00,16.97,4.84,1998/10/13
10/14/1998 00:00:00,16.7,4.71,1998/10/14
10/15/1998 00:00:00,16.52,4.65,1998/10/15
10/16/1998 00:00:00,16.31,4.43,1998/10/16
10/17/1998 00:00:00,16.24,4.28,1998/10/17
10/18/1998 00:00:00,16.09,4.33,1998/10/18
10/19/1998 00:00:00,15.93,4.36,1998/10/19
10/20/1998 00:00:00,15.89,4.39,1998/10/20
10/21/1998 00:00:00,15.82,4.36,1998/10/21
10/22/1998 00:00:00,15.73,4.41,1998/10/22
10/23/1998 00:00:00,15.68,4.33,1998/10/23
10/24/1998 00:00:00,15.56,4.32,1998/10/24
10/25/1998 00:00:00,15.59,4.54,1998/10/25
10/26/1998 00:00:00,16.03,4.38,1998/10/26
10/27/1998 00:00:00,16.58,4.63,1998/10/27
10/28/1998 00:00:00,16.68,4.87,1998/10/28
10/29/1998 00:00:00,16.7,4.69,1998/10/29
10/30/1998 00:00:00,16.6,4.61,1998/10/30
10/31/1998 00:00:00,16.46,4.5,1998/10/31
11/01/1998 00:00:00,16.33,4.46,1998/11/01
11/02/1998 00:00:00,16.24,4.44,1998/11/02
11/03/1998 00:00:00,16.22,4.55,1998/11/03
11/04/1998 00:00:00,16.2,4.58,1998/11/04
11/05/1998 00:00:00,16.16,4.64,1998/11/05
11/06/1998 00:00:00,16.15,4.6,1998/11/06
11/07/1998 00:00:00,16.1,4.81,1998/11/07
11/08/1998 00:00:00,16.34,5.07,1998/11/08
11/09/1998 00:00:00,17.04,4.91,1998/11/09
11/10/1998 00:00:00,17.28,4.97,1998/11/10
11/11/1998 00:00:00,17.37,5.14,1998/11/11
11/12/1998 00:00:00,17.35,5.12,1998/11/12
11/13/1998 00:00:00,17.44,5.12,1998/11/13
11/14/1998 00:00:00,17.64,5.29,1998/11/14
11/15/1998 00:00:00,17.72,5.46,1998/11/15
11/16/1998 00:00:00,18.16,5.64,1998/11/16
11/17/1998 00:00:00,18.48,6.01,1998/11/17
11/18/1998 00:00:00,18.69,6.16,1998/11/18
11/19/1998 00:00:00,19.92,6.11,1998/11/19
11/20/1998 00:00:00,21.28,6.71,1998/11/20
11/21/1998 00:00:00,21.65,7.22,1998/11/21
11/22/1998 00:00:00,21.66,7.49,1998/11/22
11/23/1998 00:00:00,22.33,7.66,1998/11/23
11/24/1998 00:00:00,23.89,8.64,1998/11/24
11/25/1998 00:00:00,25.92,9.28,1998/11/25
11/26/1998 00:00:00,26.23,10.24,1998/11/26
11/27/1998 00:00:00,25.43,10.25,1998/11/27
11/28/1998 00:00:00,25.77,9.97,1998/11/28
11/29/1998 00:00:00,26.34,10.4,1998/11/29
11/30/1998 00:00:00,25.89,10.67,1998/11/30
12/01/1998 00:00:00,27.38,10.99,1998/12/01
12/02/1998 00:00:00,29.6,12.39,1998/12/02
12/03/1998 00:00:00,30.91,14.23,1998/12/03
12/04/1998 00:00:00,32.14,15.9,1998/12/04
12/05/1998 00:00:00,33.13,17.11,1998/12/05
12/06/1998 00:00:00,33.6,17.96,1998/12/06
12/07/1998 00:00:00,33.83,18.35,1998/12/07
12/08/1998 00:00:00,33.88,18.46,1998/12/08
12/09/1998 00:00:00,33.7,18.43,1998/12/09
12/10/1998 00:00:00,33.3,18.11,1998/12/10
12/11/1998 00:00:00,32.84,17.73,1998/12/11
12/12/1998 00:00:00,32.27,17.26,1998/12/12
12/13/1998 00:00:00,31.78,16.72,1998/12/13
12/14/1998 00:00:00,31.4,16.26,1998/12/14
12/15/1998 00:00:00,31.13,15.87,1998/12/15
12/16/1998 00:00:00,30.71,15.53,1998/12/16
12/17/1998 00:00:00,29.67,14.93,1998/12/17
12/18/1998 00:00:00,28.32,13.81,1998/12/18
12/19/1998 00:00:00,27.39,12.74,1998/12/19
12/20/1998 00:00:00,26.71,12,1998/12/20
12/21/1998 00:00:00,25.94,11.42,1998/12/21
12/22/1998 00:00:00,24.98,10.79,1998/12/22
12/23/1998 00:00:00,23.98,10.13,1998/12/23
12/24/1998 00:00:00,22.99,9.37,1998/12/24
12/25/1998 00:00:00,22.12,8.58,1998/12/25
12/26/1998 00:00:00,21.52,7.96,1998/12/26
12/27/1998 00:00:00,21.12,7.54,1998/12/27
12/28/1998 00:00:00,20.86,7.33,1998/12/28
12/29/1998 00:00:00,20.67,7.24,1998/12/29
12/30/1998 00:00:00,20.55,7.15,1998/12/30
12/31/1998 00:00:00,20.25,7.05,1998/12/31
01/01/1999 00:00:00,19.87,6.81,1999/01/01
01/02/1999 00:00:00,19.62,6.57,1999/01/02
01/03/1999 00:00:00,19.51,6.49,1999/01/03
01/04/1999 00:00:00,19.45,6.36,1999/01/04
01/05/1999 00:00:00,19.4,6.2,1999/01/05
01/06/1999 00:00:00,19.33,6.1,1999/01/06
01/07/1999 00:00:00,19.27,6.03,1999/01/07
01/08/1999 00:00:00,19.05,5.87,1999/01/08
01/09/1999 00:00:00,18.79,5.54,1999/01/09
01/10/1999 00:00:00,18.68,5.34,1999/01/10
01/11/1999 00:00:00,18.57,5.34,1999/01/11
01/12/1999 00:00:00,18.48,5.46,1999/01/12
01/13/1999 00:00:00,18.39,5.5,1999/01/13
01/14/1999 00:00:00,18.31,5.43,1999/01/14
01/15/1999 00:00:00,18.24,5.41,1999/01/15
01/16/1999 00:00:00,18.19,5.61,1999/01/16
01/17/1999 00:00:00,18.17,5.8,1999/01/17
01/18/1999 00:00:00,18.44,6.19,1999/01/18
01/19/1999 00:00:00,20.51,6.87,1999/01/19
01/20/1999 00:00:00,24.78,9.23,1999/01/20
01/21/1999 00:00:00,28,15.37,1999/01/21
01/22/1999 00:00:00,29.26,18.05,1999/01/22
01/23/1999 00:00:00,30.4,18.64,1999/01/23
01/24/1999 00:00:00,32.22,19.47,1999/01/24
01/25/1999 00:00:00,32.92,20.15,1999/01/25
01/26/1999 00:00:00,32.74,19.75,1999/01/26
01/27/1999 00:00:00,32.26,19.19,1999/01/27
01/28/1999 00:00:00,31.43,18.26,1999/01/28
01/29/1999 00:00:00,30.39,17.12,1999/01/29
01/30/1999 00:00:00,29.16,15.87,1999/01/30
01/31/1999 00:00:00,27.88,14.79,1999/01/31
02/01/1999 00:00:00,26.78,13.75,1999/02/01
02/02/1999 00:00:00,25.76,12.54,1999/02/02
02/03/1999 00:00:00,24.49,11.49,1999/02/03
02/04/1999 00:00:00,23.55,10.43,1999/02/04
02/05/1999 00:00:00,23.01,9.99,1999/02/05
02/06/1999 00:00:00,23.97,9.97,1999/02/06
02/07/1999 00:00:00,27.03,12.9,1999/02/07
02/08/1999 00:00:00,31.07,17.06,1999/02/08
02/09/1999 00:00:00,33.75,19.76,1999/02/09
02/10/1999 00:00:00,35.34,23.33,1999/02/10
02/11/1999 00:00:00,35.42,24.61,1999/02/11
02/12/1999 00:00:00,35.3,24.08,1999/02/12
02/13/1999 00:00:00,34.94,23.18,1999/02/13
02/14/1999 00:00:00,34.66,22.37,1999/02/14
02/15/1999 00:00:00,34.45,21.61,1999/02/15
02/16/1999 00:00:00,34.29,21.16,1999/02/16
02/17/1999 00:00:00,34.59,21.3,1999/02/17
02/18/1999 00:00:00,35.17,24.54,1999/02/18
02/19/1999 00:00:00,35.39,24.86,1999/02/19
02/20/1999 00:00:00,35.49,23.82,1999/02/20
02/21/1999 00:00:00,35.53,23.4,1999/02/21
02/22/1999 00:00:00,35.58,23.27,1999/02/22
02/23/1999 00:00:00,35.46,22.72,1999/02/23
02/24/1999 00:00:00,35.1,22.07,1999/02/24
02/25/1999 00:00:00,34.82,21.62,1999/02/25
02/26/1999 00:00:00,34.68,21.36,1999/02/26
02/27/1999 00:00:00,34.58,21.18,1999/02/27
02/28/1999 00:00:00,34.54,21.04,1999/02/28
03/01/1999 00:00:00,34.58,21.11,1999/03/01
03/02/1999 00:00:00,34.79,21.52,1999/03/02
03/03/1999 00:00:00,34.91,21.8,1999/03/03
03/04/1999 00:00:00,35.03,21.95,1999/03/04
03/05/1999 00:00:00,35.02,21.91,1999/03/05
03/06/1999 00:00:00,35.02,21.87,1999/03/06
03/07/1999 00:00:00,34.94,21.6,1999/03/07
03/08/1999 00:00:00,34.8,21.17,1999/03/08
03/09/1999 00:00:00,34.72,20.9,1999/03/09
03/10/1999 00:00:00,34.58,20.57,1999/03/10
03/11/1999 00:00:00,34.46,20.24,1999/03/11
03/12/1999 00:00:00,34.31,20.05,1999/03/12
03/13/1999 00:00:00,34.1,19.75,1999/03/13
03/14/1999 00:00:00,33.87,19.45,1999/03/14
03/15/1999 00:00:00,33.4,19.08,1999/03/15
03/16/1999 00:00:00,32.52,18.37,1999/03/16
03/17/1999 00:00:00,31.5,17.32,1999/03/17
03/18/1999 00:00:00,30.41,16.14,1999/03/18
03/19/1999 00:00:00,29.44,15.01,1999/03/19
03/20/1999 00:00:00,28.5,14.05,1999/03/20
03/21/1999 00:00:00,27.43,13.17,1999/03/21
03/22/1999 00:00:00,26.46,12.3,1999/03/22
03/23/1999 00:00:00,25.49,11.55,1999/03/23
03/24/1999 00:00:00,24.49,10.76,1999/03/24
03/25/1999 00:00:00,24.1,10.18,1999/03/25
03/26/1999 00:00:00,26.65,10.22,1999/03/26
03/27/1999 00:00:00,28.21,11.81,1999/03/27
03/28/1999 00:00:00,28.32,12.55,1999/03/28
03/29/1999 00:00:00,27.98,12.68,1999/03/29
03/30/1999 00:00:00,27.05,12.38,1999/03/30
03/31/1999 00:00:00,25.59,11.6,1999/03/31
04/01/1999 00:00:00,24.54,10.52,1999/04/01
04/02/1999 00:00:00,23.75,9.57,1999/04/02
04/03/1999 00:00:00,22.98,9.02,1999/04/03
04/04/1999 00:00:00,22.36,8.51,1999/04/04
04/05/1999 00:00:00,21.87,8.22,1999/04/05
04/06/1999 00:00:00,21.61,8.22,1999/04/06
04/07/1999 00:00:00,21.48,8.07,1999/04/07
04/08/1999 00:00:00,21.61,8.15,1999/04/08
04/09/1999 00:00:00,21.79,8.3,1999/04/09
04/10/1999 00:00:00,21.8,8.24,1999/04/10
04/11/1999 00:00:00,22.21,8.61,1999/04/11
04/12/1999 00:00:00,22.84,9,1999/04/12
04/13/1999 00:00:00,25.12,9.85,1999/04/13
04/14/1999 00:00:00,25.88,10.7,1999/04/14
04/15/1999 00:00:00,25.38,10.55,1999/04/15
04/16/1999 00:00:00,25.15,10.38,1999/04/16
04/17/1999 00:00:00,25,10.39,1999/04/17
04/18/1999 00:00:00,25,10.35,1999/04/18
04/19/1999 00:00:00,24.97,10.38,1999/04/19
04/20/1999 00:00:00,24.72,10.29,1999/04/20
04/21/1999 00:00:00,24.38,10.08,1999/04/21
04/22/1999 00:00:00,24.08,9.91,1999/04/22
04/23/1999 00:00:00,23.43,9.49,1999/04/23
04/24/1999 00:00:00,22.6,9.03,1999/04/24
04/25/1999 00:00:00,21.91,8.78,1999/04/25
04/26/1999 00:00:00,21.43,8.39,1999/04/26
04/27/1999 00:00:00,21.12,8.23,1999/04/27
04/28/1999 00:00:00,20.91,8.16,1999/04/28
04/29/1999 00:00:00,20.74,7.82,1999/04/29
04/30/1999 00:00:00,20.61,7.81,1999/04/30
05/01/1999 00:00:00,20.31,7.8,1999/05/01
05/02/1999 00:00:00,20.02,7.79,1999/05/02
05/03/1999 00:00:00,19.9,7.67,1999/05/03
05/04/1999 00:00:00,20.01,7.73,1999/05/04
05/05/1999 00:00:00,20.01,7.49,1999/05/05
05/06/1999 00:00:00,19.72,7.3,1999/05/06
05/07/1999 00:00:00,18.91,6.99,1999/05/07
05/08/1999 00:00:00,18.71,6.46,1999/05/08
05/09/1999 00:00:00,19.03,6.3,1999/05/09
05/10/1999 00:00:00,18.77,NA,1999/05/10
05/11/1999 00:00:00,18.42,NA,1999/05/11
05/12/1999 00:00:00,18.01,NA,1999/05/12
05/13/1999 00:00:00,17.75,NA,1999/05/13
05/14/1999 00:00:00,17.82,NA,1999/05/14
05/15/1999 00:00:00,17.66,NA,1999/05/15
05/16/1999 00:00:00,17.26,NA,1999/05/16
05/17/1999 00:00:00,16.96,NA,1999/05/17
