DateTime,StageHeight_FW,StageHeight_ISt,Dates
06/08/2019 00:00:00,24.32,16.98,2019/06/08
06/09/2019 00:00:00,23.76,16.59,2019/06/09
06/10/2019 00:00:00,23.07,16.08,2019/06/10
06/11/2019 00:00:00,22.15,14.98,2019/06/11
06/12/2019 00:00:00,21,13.56,2019/06/12
06/13/2019 00:00:00,19.54,12.21,2019/06/13
06/14/2019 00:00:00,18.34,11.05,2019/06/14
06/15/2019 00:00:00,17.68,10.36,2019/06/15
06/16/2019 00:00:00,17.44,10.05,2019/06/16
06/17/2019 00:00:00,17.21,9.94,2019/06/17
06/18/2019 00:00:00,17.03,9.73,2019/06/18
06/19/2019 00:00:00,16.74,9.45,2019/06/19
06/20/2019 00:00:00,16.47,9.28,2019/06/20
06/21/2019 00:00:00,16.21,8.87,2019/06/21
06/22/2019 00:00:00,15.8,8.31,2019/06/22
06/23/2019 00:00:00,15.38,7.91,2019/06/23
06/24/2019 00:00:00,15.23,7.77,2019/06/24
06/25/2019 00:00:00,15.23,7.66,2019/06/25
06/26/2019 00:00:00,14.87,7.52,2019/06/26
06/27/2019 00:00:00,14.51,7.24,2019/06/27
06/28/2019 00:00:00,14.31,7.12,2019/06/28
06/29/2019 00:00:00,14.32,7.19,2019/06/29
06/30/2019 00:00:00,14.75,7.59,2019/06/30
07/01/2019 00:00:00,15.48,8.1,2019/07/01
07/02/2019 00:00:00,15.97,8.41,2019/07/02
07/03/2019 00:00:00,15.79,8.37,2019/07/03
07/04/2019 00:00:00,15.68,8.29,2019/07/04
07/05/2019 00:00:00,15.78,8.29,2019/07/05
07/06/2019 00:00:00,15.8,8.18,2019/07/06
07/07/2019 00:00:00,15.9,8.19,2019/07/07
07/08/2019 00:00:00,16.03,8.15,2019/07/08
07/09/2019 00:00:00,16.04,7.94,2019/07/09
07/10/2019 00:00:00,15.77,7.78,2019/07/10
07/11/2019 00:00:00,15.69,7.76,2019/07/11
07/12/2019 00:00:00,15.71,7.81,2019/07/12
07/13/2019 00:00:00,15.69,7.86,2019/07/13
07/14/2019 00:00:00,15.66,7.88,2019/07/14
07/15/2019 00:00:00,15.61,7.81,2019/07/15
07/16/2019 00:00:00,15.59,7.86,2019/07/16
07/17/2019 00:00:00,15.51,7.81,2019/07/17
07/18/2019 00:00:00,15.49,7.76,2019/07/18
07/19/2019 00:00:00,15.43,7.77,2019/07/19
07/20/2019 00:00:00,15.53,7.82,2019/07/20
07/21/2019 00:00:00,15.68,7.72,2019/07/21
07/22/2019 00:00:00,15.75,7.58,2019/07/22
07/23/2019 00:00:00,15.79,7.49,2019/07/23
07/24/2019 00:00:00,15.85,7.43,2019/07/24
07/25/2019 00:00:00,15.89,7.49,2019/07/25
07/26/2019 00:00:00,15.84,7.66,2019/07/26
07/27/2019 00:00:00,15.9,7.71,2019/07/27
07/28/2019 00:00:00,16.22,7.96,2019/07/28
07/29/2019 00:00:00,16.39,8.34,2019/07/29
07/30/2019 00:00:00,16.42,8.35,2019/07/30
07/31/2019 00:00:00,16.49,8.39,2019/07/31
08/01/2019 00:00:00,16.53,8.47,2019/08/01
08/02/2019 00:00:00,16.58,8.36,2019/08/02
08/03/2019 00:00:00,16.61,8.26,2019/08/03
08/04/2019 00:00:00,16.66,8.27,2019/08/04
08/05/2019 00:00:00,16.71,8.23,2019/08/05
08/06/2019 00:00:00,16.84,8.23,2019/08/06
08/07/2019 00:00:00,17.08,8.44,2019/08/07
08/08/2019 00:00:00,17.14,8.56,2019/08/08
08/09/2019 00:00:00,17.14,8.56,2019/08/09
08/10/2019 00:00:00,17.13,8.55,2019/08/10
08/11/2019 00:00:00,17.26,8.58,2019/08/11
08/12/2019 00:00:00,17.42,8.63,2019/08/12
08/13/2019 00:00:00,17.4,8.63,2019/08/13
08/14/2019 00:00:00,17.38,8.62,2019/08/14
08/15/2019 00:00:00,17.37,8.63,2019/08/15
08/16/2019 00:00:00,17.39,8.68,2019/08/16
08/17/2019 00:00:00,17.5,8.91,2019/08/17
08/18/2019 00:00:00,17.51,8.9,2019/08/18
08/19/2019 00:00:00,17.59,8.8,2019/08/19
08/20/2019 00:00:00,17.66,8.68,2019/08/20
08/21/2019 00:00:00,17.85,8.68,2019/08/21
08/22/2019 00:00:00,18,8.79,2019/08/22
08/23/2019 00:00:00,18.08,8.96,2019/08/23
08/24/2019 00:00:00,18.12,9.15,2019/08/24
08/25/2019 00:00:00,18.11,9.12,2019/08/25
08/26/2019 00:00:00,17.96,9.14,2019/08/26
08/27/2019 00:00:00,17.75,9.07,2019/08/27
08/28/2019 00:00:00,17.79,9.2,2019/08/28
08/29/2019 00:00:00,17.76,9.21,2019/08/29
08/30/2019 00:00:00,17.67,8.98,2019/08/30
08/31/2019 00:00:00,17.82,8.91,2019/08/31
09/01/2019 00:00:00,18.04,9.06,2019/09/01
09/02/2019 00:00:00,18.01,9.08,2019/09/02
09/03/2019 00:00:00,17.95,9.02,2019/09/03
09/04/2019 00:00:00,18.06,9.04,2019/09/04
09/05/2019 00:00:00,18.31,9.27,2019/09/05
09/06/2019 00:00:00,18.35,9.34,2019/09/06
09/07/2019 00:00:00,18.32,9.27,2019/09/07
09/08/2019 00:00:00,18.33,9.24,2019/09/08
09/09/2019 00:00:00,18.18,8.91,2019/09/09
09/10/2019 00:00:00,18.14,8.98,2019/09/10
09/11/2019 00:00:00,18.16,8.88,2019/09/11
09/12/2019 00:00:00,18.2,8.87,2019/09/12
09/13/2019 00:00:00,18.16,8.86,2019/09/13
09/14/2019 00:00:00,18.21,8.91,2019/09/14
09/15/2019 00:00:00,18.26,9.09,2019/09/15
09/16/2019 00:00:00,18.2,9.12,2019/09/16
09/17/2019 00:00:00,18.17,8.89,2019/09/17
09/18/2019 00:00:00,18.21,8.93,2019/09/18
09/19/2019 00:00:00,18.25,8.88,2019/09/19
09/20/2019 00:00:00,18.21,8.75,2019/09/20
09/21/2019 00:00:00,18.05,8.7,2019/09/21
09/22/2019 00:00:00,17.73,8.55,2019/09/22
09/23/2019 00:00:00,17.63,8.52,2019/09/23
09/24/2019 00:00:00,17.5,8.39,2019/09/24
09/25/2019 00:00:00,17.43,8.37,2019/09/25
09/26/2019 00:00:00,17.35,8.52,2019/09/26
09/27/2019 00:00:00,17.25,8.66,2019/09/27
09/28/2019 00:00:00,17.11,8.57,2019/09/28
09/29/2019 00:00:00,17.06,8.48,2019/09/29
09/30/2019 00:00:00,16.92,8.4,2019/09/30
10/01/2019 00:00:00,16.98,8.3,2019/10/01
10/02/2019 00:00:00,17.03,8.27,2019/10/02
10/03/2019 00:00:00,17.11,8.32,2019/10/03
10/04/2019 00:00:00,16.97,8.28,2019/10/04
10/05/2019 00:00:00,16.56,8.01,2019/10/05
10/06/2019 00:00:00,16.27,7.79,2019/10/06
10/07/2019 00:00:00,16.1,7.71,2019/10/07
10/08/2019 00:00:00,15.94,7.66,2019/10/08
10/09/2019 00:00:00,15.61,7.44,2019/10/09
10/10/2019 00:00:00,15.17,6.98,2019/10/10
10/11/2019 00:00:00,14.84,6.73,2019/10/11
10/12/2019 00:00:00,14.54,6.57,2019/10/12
10/13/2019 00:00:00,14.29,6.51,2019/10/13
10/14/2019 00:00:00,14.12,6.5,2019/10/14
10/15/2019 00:00:00,13.94,6.37,2019/10/15
10/16/2019 00:00:00,14.06,6.27,2019/10/16
10/17/2019 00:00:00,14.52,6.59,2019/10/17
10/18/2019 00:00:00,14.52,6.59,2019/10/18
10/19/2019 00:00:00,14.11,6.45,2019/10/19
10/20/2019 00:00:00,14.18,6.26,2019/10/20
10/21/2019 00:00:00,14.68,6.3,2019/10/21
10/22/2019 00:00:00,14.63,6.3,2019/10/22
10/23/2019 00:00:00,14.13,6.3,2019/10/23
10/24/2019 00:00:00,13.88,6.24,2019/10/24
10/25/2019 00:00:00,14.13,6.34,2019/10/25
10/26/2019 00:00:00,14.09,6.46,2019/10/26
10/27/2019 00:00:00,13.78,6.15,2019/10/27
10/28/2019 00:00:00,13.86,6.23,2019/10/28
10/29/2019 00:00:00,14.34,6.48,2019/10/29
10/30/2019 00:00:00,14.14,6.47,2019/10/30
10/31/2019 00:00:00,13.58,6.24,2019/10/31
11/01/2019 00:00:00,13.42,6.18,2019/11/01
11/02/2019 00:00:00,13.59,6.26,2019/11/02
11/03/2019 00:00:00,13.13,6.17,2019/11/03
11/04/2019 00:00:00,12.68,5.99,2019/11/04
11/05/2019 00:00:00,12.44,5.78,2019/11/05
11/06/2019 00:00:00,12.4,5.75,2019/11/06
11/07/2019 00:00:00,12.37,5.8,2019/11/07
11/08/2019 00:00:00,12.3,5.79,2019/11/08
11/09/2019 00:00:00,12.35,5.75,2019/11/09
11/10/2019 00:00:00,12.35,5.82,2019/11/10
11/11/2019 00:00:00,12.32,5.84,2019/11/11
11/12/2019 00:00:00,12.55,5.92,2019/11/12
11/13/2019 00:00:00,12.69,6.12,2019/11/13
11/14/2019 00:00:00,12.69,6.3,2019/11/14
11/15/2019 00:00:00,12.76,6.19,2019/11/15
11/16/2019 00:00:00,12.83,6.14,2019/11/16
11/17/2019 00:00:00,12.8,6.07,2019/11/17
11/18/2019 00:00:00,12.89,6.05,2019/11/18
11/19/2019 00:00:00,13.04,6.24,2019/11/19
11/20/2019 00:00:00,13.1,6.16,2019/11/20
11/21/2019 00:00:00,13.08,6.13,2019/11/21
11/22/2019 00:00:00,13.05,6.02,2019/11/22
11/23/2019 00:00:00,13.01,5.95,2019/11/23
11/24/2019 00:00:00,12.98,6.03,2019/11/24
11/25/2019 00:00:00,13.05,6.11,2019/11/25
11/26/2019 00:00:00,13.09,6.18,2019/11/26
11/27/2019 00:00:00,13.27,6.77,2019/11/27
11/28/2019 00:00:00,13.47,6.81,2019/11/28
11/29/2019 00:00:00,13.8,6.88,2019/11/29
11/30/2019 00:00:00,13.97,6.72,2019/11/30
12/01/2019 00:00:00,14.33,7.14,2019/12/01
12/02/2019 00:00:00,15.53,8.06,2019/12/02
12/03/2019 00:00:00,17.32,8.43,2019/12/03
12/04/2019 00:00:00,18.2,8.84,2019/12/04
12/05/2019 00:00:00,18.06,8.94,2019/12/05
12/06/2019 00:00:00,17.56,8.67,2019/12/06
12/07/2019 00:00:00,17.2,8.86,2019/12/07
12/08/2019 00:00:00,17.39,8.9,2019/12/08
12/09/2019 00:00:00,19.34,9.15,2019/12/09
12/10/2019 00:00:00,20.58,9.91,2019/12/10
12/11/2019 00:00:00,19.43,9.71,2019/12/11
12/12/2019 00:00:00,18.14,9.14,2019/12/12
12/13/2019 00:00:00,17.54,8.7,2019/12/13
12/14/2019 00:00:00,18.27,8.86,2019/12/14
12/15/2019 00:00:00,18.55,9.12,2019/12/15
12/16/2019 00:00:00,18.54,8.91,2019/12/16
12/17/2019 00:00:00,18.08,8.63,2019/12/17
12/18/2019 00:00:00,17.37,8.46,2019/12/18
12/19/2019 00:00:00,16.89,8.12,2019/12/19
12/20/2019 00:00:00,16.64,7.84,2019/12/20
12/21/2019 00:00:00,16.7,7.85,2019/12/21
12/22/2019 00:00:00,16.87,8.3,2019/12/22
12/23/2019 00:00:00,17.22,8.49,2019/12/23
12/24/2019 00:00:00,18.31,8.8,2019/12/24
12/25/2019 00:00:00,19,9.27,2019/12/25
12/26/2019 00:00:00,18.54,9.19,2019/12/26
12/27/2019 00:00:00,18.03,8.88,2019/12/27
12/28/2019 00:00:00,17.63,8.53,2019/12/28
12/29/2019 00:00:00,17.26,8.28,2019/12/29
12/30/2019 00:00:00,17.07,8.11,2019/12/30
12/31/2019 00:00:00,16.81,7.91,2019/12/31
01/01/2020 00:00:00,16.41,7.61,2020/01/01
01/02/2020 00:00:00,16.09,7.34,2020/01/02
01/03/2020 00:00:00,15.82,7.06,2020/01/03
01/04/2020 00:00:00,15.52,6.99,2020/01/04
01/05/2020 00:00:00,15.39,6.84,2020/01/05
01/06/2020 00:00:00,15.3,6.79,2020/01/06
01/07/2020 00:00:00,15.31,6.91,2020/01/07
01/08/2020 00:00:00,15.43,7.13,2020/01/08
01/09/2020 00:00:00,15.59,7.42,2020/01/09
01/10/2020 00:00:00,15.63,7.42,2020/01/10
01/11/2020 00:00:00,15.66,7.39,2020/01/11
01/12/2020 00:00:00,15.68,7.37,2020/01/12
01/13/2020 00:00:00,15.64,7.36,2020/01/13
01/14/2020 00:00:00,15.54,7.29,2020/01/14
01/15/2020 00:00:00,15.54,7.06,2020/01/15
01/16/2020 00:00:00,15.55,7.23,2020/01/16
01/17/2020 00:00:00,15.69,7.19,2020/01/17
01/18/2020 00:00:00,16.18,7.02,2020/01/18
01/19/2020 00:00:00,17.27,7.54,2020/01/19
01/20/2020 00:00:00,16.86,7.79,2020/01/20
01/21/2020 00:00:00,16.32,7.72,2020/01/21
01/22/2020 00:00:00,16.03,7.52,2020/01/22
01/23/2020 00:00:00,16.04,7.33,2020/01/23
01/24/2020 00:00:00,17.03,7.57,2020/01/24
01/25/2020 00:00:00,17.24,7.89,2020/01/25
01/26/2020 00:00:00,17.09,7.92,2020/01/26
01/27/2020 00:00:00,18.09,8.02,2020/01/27
01/28/2020 00:00:00,21.45,9.27,2020/01/28
01/29/2020 00:00:00,21.29,9.94,2020/01/29
01/30/2020 00:00:00,20.12,9.41,2020/01/30
01/31/2020 00:00:00,18.91,8.72,2020/01/31
02/01/2020 00:00:00,18.1,8.16,2020/02/01
02/02/2020 00:00:00,17.6,7.99,2020/02/02
02/03/2020 00:00:00,17.17,7.65,2020/02/03
02/04/2020 00:00:00,16.95,7.46,2020/02/04
02/05/2020 00:00:00,16.77,7.54,2020/02/05
02/06/2020 00:00:00,16.49,7.55,2020/02/06
02/07/2020 00:00:00,16.08,7.5,2020/02/07
02/08/2020 00:00:00,15.7,7.36,2020/02/08
02/09/2020 00:00:00,15.46,6.85,2020/02/09
02/10/2020 00:00:00,15.15,6.75,2020/02/10
02/11/2020 00:00:00,14.96,6.8,2020/02/11
02/12/2020 00:00:00,14.84,6.75,2020/02/12
02/13/2020 00:00:00,14.65,6.7,2020/02/13
02/14/2020 00:00:00,14.78,6.7,2020/02/14
02/15/2020 00:00:00,14.82,6.65,2020/02/15
02/16/2020 00:00:00,14.65,6.65,2020/02/16
02/17/2020 00:00:00,14.45,6.47,2020/02/17
02/18/2020 00:00:00,14.27,6.4,2020/02/18
02/19/2020 00:00:00,14.12,6.39,2020/02/19
02/20/2020 00:00:00,14,6.35,2020/02/20
02/21/2020 00:00:00,13.85,6.3,2020/02/21
02/22/2020 00:00:00,13.8,6.42,2020/02/22
02/23/2020 00:00:00,13.85,6.37,2020/02/23
02/24/2020 00:00:00,13.98,6.08,2020/02/24
02/25/2020 00:00:00,14.07,6.03,2020/02/25
02/26/2020 00:00:00,14.31,6.05,2020/02/26
02/27/2020 00:00:00,14.24,6.06,2020/02/27
02/28/2020 00:00:00,14.12,6.1,2020/02/28
02/29/2020 00:00:00,14.05,6.29,2020/02/29
03/01/2020 00:00:00,14.07,6.21,2020/03/01
03/02/2020 00:00:00,14.1,5.94,2020/03/02
03/03/2020 00:00:00,14.11,6.18,2020/03/03
03/04/2020 00:00:00,14.32,6.4,2020/03/04
03/05/2020 00:00:00,14.33,6.65,2020/03/05
03/06/2020 00:00:00,14.44,6.8,2020/03/06
03/07/2020 00:00:00,14.35,6.79,2020/03/07
03/08/2020 00:00:00,14.26,6.59,2020/03/08
03/09/2020 00:00:00,14.21,6.47,2020/03/09
03/10/2020 00:00:00,13.84,6.26,2020/03/10
03/11/2020 00:00:00,13.81,6.22,2020/03/11
03/12/2020 00:00:00,13.73,6.28,2020/03/12
03/13/2020 00:00:00,13.72,6.58,2020/03/13
03/14/2020 00:00:00,13.69,6.63,2020/03/14
03/15/2020 00:00:00,13.71,6.58,2020/03/15
03/16/2020 00:00:00,13.93,6.58,2020/03/16
03/17/2020 00:00:00,14.27,6.7,2020/03/17
03/18/2020 00:00:00,14.41,6.75,2020/03/18
03/19/2020 00:00:00,14.81,6.71,2020/03/19
03/20/2020 00:00:00,15.81,6.87,2020/03/20
03/21/2020 00:00:00,15.54,6.9,2020/03/21
03/22/2020 00:00:00,14.96,6.63,2020/03/22
03/23/2020 00:00:00,14.62,6.64,2020/03/23
03/24/2020 00:00:00,14.26,6.43,2020/03/24
03/25/2020 00:00:00,14.28,6.27,2020/03/25
03/26/2020 00:00:00,14.25,6.2,2020/03/26
03/27/2020 00:00:00,14.41,6.24,2020/03/27
03/28/2020 00:00:00,14.24,6.07,2020/03/28
03/29/2020 00:00:00,14.18,6.01,2020/03/29
03/30/2020 00:00:00,14.2,6.05,2020/03/30
03/31/2020 00:00:00,14.52,6.11,2020/03/31
04/01/2020 00:00:00,14.89,6.39,2020/04/01
04/02/2020 00:00:00,14.79,6.13,2020/04/02
04/03/2020 00:00:00,14.79,6.15,2020/04/03
04/04/2020 00:00:00,14.61,6.34,2020/04/04
04/05/2020 00:00:00,14.64,6.97,2020/04/05
04/06/2020 00:00:00,16.2,7.66,2020/04/06
04/07/2020 00:00:00,17.91,8.53,2020/04/07
04/08/2020 00:00:00,17.39,8.3,2020/04/08
04/09/2020 00:00:00,16.43,7.76,2020/04/09
04/10/2020 00:00:00,15.58,7.26,2020/04/10
04/11/2020 00:00:00,15.23,7.12,2020/04/11
04/12/2020 00:00:00,14.95,6.94,2020/04/12
04/13/2020 00:00:00,14.73,6.75,2020/04/13
04/14/2020 00:00:00,14.54,6.39,2020/04/14
04/15/2020 00:00:00,14.25,6.25,2020/04/15
04/16/2020 00:00:00,13.73,6.16,2020/04/16
04/17/2020 00:00:00,13.43,6.26,2020/04/17
04/18/2020 00:00:00,13.33,6.08,2020/04/18
04/19/2020 00:00:00,13.19,5.89,2020/04/19
04/20/2020 00:00:00,12.73,5.85,2020/04/20
04/21/2020 00:00:00,12.53,5.64,2020/04/21
04/22/2020 00:00:00,12.43,5.44,2020/04/22
04/23/2020 00:00:00,12.35,5.4,2020/04/23
04/24/2020 00:00:00,12.35,5.46,2020/04/24
04/25/2020 00:00:00,12.59,5.62,2020/04/25
04/26/2020 00:00:00,12.62,5.78,2020/04/26
04/27/2020 00:00:00,12.6,5.68,2020/04/27
04/28/2020 00:00:00,12.47,5.48,2020/04/28
04/29/2020 00:00:00,12.58,5.62,2020/04/29
04/30/2020 00:00:00,12.62,5.58,2020/04/30
05/01/2020 00:00:00,12.69,5.35,2020/05/01
05/02/2020 00:00:00,12.61,5.43,2020/05/02
05/03/2020 00:00:00,12.5,5.25,2020/05/03
05/04/2020 00:00:00,12.56,5.22,2020/05/04
05/05/2020 00:00:00,12.66,5.41,2020/05/05
05/06/2020 00:00:00,12.8,5.4,2020/05/06
05/07/2020 00:00:00,12.69,5.37,2020/05/07
05/08/2020 00:00:00,12.61,5.6,2020/05/08
05/09/2020 00:00:00,12.63,5.92,2020/05/09
05/10/2020 00:00:00,12.63,6.19,2020/05/10
05/11/2020 00:00:00,12.91,6.15,2020/05/11
05/12/2020 00:00:00,13.44,6.1,2020/05/12
05/13/2020 00:00:00,13.96,6.01,2020/05/13
05/14/2020 00:00:00,14.21,6,2020/05/14
05/15/2020 00:00:00,14.41,6,2020/05/15
05/16/2020 00:00:00,14.63,6.16,2020/05/16
05/17/2020 00:00:00,14.79,6.36,2020/05/17
05/18/2020 00:00:00,15.12,6.64,2020/05/18
05/19/2020 00:00:00,15.68,6.76,2020/05/19
05/20/2020 00:00:00,16.83,6.98,2020/05/20
05/21/2020 00:00:00,17.25,7.29,2020/05/21
05/22/2020 00:00:00,16.33,7.15,2020/05/22
05/23/2020 00:00:00,15.46,6.72,2020/05/23
05/24/2020 00:00:00,14.56,6.57,2020/05/24
05/25/2020 00:00:00,13.91,6.26,2020/05/25
05/26/2020 00:00:00,13.47,6.13,2020/05/26
05/27/2020 00:00:00,13.04,6.05,2020/05/27
05/28/2020 00:00:00,12.9,6.05,2020/05/28
05/29/2020 00:00:00,13.02,6.32,2020/05/29
05/30/2020 00:00:00,13.37,NA,2020/05/30
05/31/2020 00:00:00,13.9,6.08,2020/05/31
06/01/2020 00:00:00,14.49,6.32,2020/06/01
06/02/2020 00:00:00,14.86,6.5,2020/06/02
06/03/2020 00:00:00,15.07,6.68,2020/06/03
06/04/2020 00:00:00,14.85,6.75,2020/06/04
06/05/2020 00:00:00,14.58,7.2,2020/06/05
06/06/2020 00:00:00,14.29,7.24,2020/06/06
06/07/2020 00:00:00,14.04,6.7,2020/06/07
06/08/2020 00:00:00,13.82,6.31,2020/06/08
06/09/2020 00:00:00,13.67,6.19,2020/06/09
06/10/2020 00:00:00,13.7,6.15,2020/06/10
06/11/2020 00:00:00,13.52,6.14,2020/06/11
06/12/2020 00:00:00,13.38,6.12,2020/06/12
06/13/2020 00:00:00,13.42,5.99,2020/06/13
06/14/2020 00:00:00,13.72,5.93,2020/06/14
06/15/2020 00:00:00,14.09,6.17,2020/06/15
06/16/2020 00:00:00,14.41,6.41,2020/06/16
06/17/2020 00:00:00,14.45,6.33,2020/06/17
06/18/2020 00:00:00,14.45,6.5,2020/06/18
06/19/2020 00:00:00,14.34,6.82,2020/06/19
06/20/2020 00:00:00,14.21,6.97,2020/06/20
06/21/2020 00:00:00,14.18,6.86,2020/06/21
06/22/2020 00:00:00,14.2,6.89,2020/06/22
06/23/2020 00:00:00,14.11,7.03,2020/06/23
06/24/2020 00:00:00,13.99,6.98,2020/06/24
06/25/2020 00:00:00,13.83,6.87,2020/06/25
06/26/2020 00:00:00,13.72,6.83,2020/06/26
06/27/2020 00:00:00,13.63,6.74,2020/06/27
06/28/2020 00:00:00,13.72,6.69,2020/06/28
06/29/2020 00:00:00,13.79,6.53,2020/06/29
06/30/2020 00:00:00,13.82,6.51,2020/06/30
07/01/2020 00:00:00,14.05,6.74,2020/07/01
07/02/2020 00:00:00,14.29,7.23,2020/07/02
07/03/2020 00:00:00,14.24,7.3,2020/07/03
07/04/2020 00:00:00,14.17,7.04,2020/07/04
07/05/2020 00:00:00,14.22,7.02,2020/07/05
07/06/2020 00:00:00,14.34,7.14,2020/07/06
07/07/2020 00:00:00,14.28,7.01,2020/07/07
07/08/2020 00:00:00,14.28,6.91,2020/07/08
07/09/2020 00:00:00,14.25,6.9,2020/07/09
07/10/2020 00:00:00,14.23,6.75,2020/07/10
07/11/2020 00:00:00,14.26,6.57,2020/07/11
07/12/2020 00:00:00,14.32,6.55,2020/07/12
07/13/2020 00:00:00,14.39,6.76,2020/07/13
07/14/2020 00:00:00,14.46,6.93,2020/07/14
07/15/2020 00:00:00,14.51,7.1,2020/07/15
07/16/2020 00:00:00,14.63,7.35,2020/07/16
07/17/2020 00:00:00,14.64,7.42,2020/07/17
07/18/2020 00:00:00,14.7,7.45,2020/07/18
07/19/2020 00:00:00,14.74,7.55,2020/07/19
07/20/2020 00:00:00,14.87,7.67,2020/07/20
07/21/2020 00:00:00,14.82,7.56,2020/07/21
07/22/2020 00:00:00,14.78,7.46,2020/07/22
07/23/2020 00:00:00,14.74,7.32,2020/07/23
07/24/2020 00:00:00,14.66,7.14,2020/07/24
07/25/2020 00:00:00,14.41,6.9,2020/07/25
07/26/2020 00:00:00,14.28,6.81,2020/07/26
07/27/2020 00:00:00,14.21,6.74,2020/07/27
07/28/2020 00:00:00,14.16,6.73,2020/07/28
07/29/2020 00:00:00,14.22,6.8,2020/07/29
07/30/2020 00:00:00,14.26,6.93,2020/07/30
07/31/2020 00:00:00,14.08,6.89,2020/07/31
08/01/2020 00:00:00,13.97,6.77,2020/08/01
08/02/2020 00:00:00,13.95,6.77,2020/08/02
08/03/2020 00:00:00,13.95,6.73,2020/08/03
08/04/2020 00:00:00,13.98,6.71,2020/08/04
08/05/2020 00:00:00,14.02,6.73,2020/08/05
08/06/2020 00:00:00,14.05,6.52,2020/08/06
08/07/2020 00:00:00,14.18,6.43,2020/08/07
08/08/2020 00:00:00,14.25,6.39,2020/08/08
08/09/2020 00:00:00,14.42,6.34,2020/08/09
08/10/2020 00:00:00,14.4,6.46,2020/08/10
08/11/2020 00:00:00,14.21,6.55,2020/08/11
08/12/2020 00:00:00,14.35,6.5,2020/08/12
08/13/2020 00:00:00,14.48,6.54,2020/08/13
08/14/2020 00:00:00,14.54,6.58,2020/08/14
08/15/2020 00:00:00,14.56,6.71,2020/08/15
08/16/2020 00:00:00,14.6,6.76,2020/08/16
08/17/2020 00:00:00,14.77,6.84,2020/08/17
08/18/2020 00:00:00,14.88,6.83,2020/08/18
08/19/2020 00:00:00,15.18,6.91,2020/08/19
08/20/2020 00:00:00,15.7,7.2,2020/08/20
08/21/2020 00:00:00,16.09,7.4,2020/08/21
08/22/2020 00:00:00,16.23,7.41,2020/08/22
08/23/2020 00:00:00,16.14,7.41,2020/08/23
08/24/2020 00:00:00,16.03,7.39,2020/08/24
08/25/2020 00:00:00,15.98,7.49,2020/08/25
08/26/2020 00:00:00,15.95,7.52,2020/08/26
08/27/2020 00:00:00,15.87,7.49,2020/08/27
08/28/2020 00:00:00,15.63,7.4,2020/08/28
08/29/2020 00:00:00,15.43,7.38,2020/08/29
08/30/2020 00:00:00,15.24,7.23,2020/08/30
08/31/2020 00:00:00,15.08,7.09,2020/08/31
09/01/2020 00:00:00,15.03,7.13,2020/09/01
09/02/2020 00:00:00,14.89,7.04,2020/09/02
09/03/2020 00:00:00,14.78,6.79,2020/09/03
09/04/2020 00:00:00,14.65,6.57,2020/09/04
09/05/2020 00:00:00,14.55,6.29,2020/09/05
09/06/2020 00:00:00,14.6,6.22,2020/09/06
09/07/2020 00:00:00,14.54,6.29,2020/09/07
09/08/2020 00:00:00,14.55,6.36,2020/09/08
09/09/2020 00:00:00,14.62,6.56,2020/09/09
09/10/2020 00:00:00,14.51,6.45,2020/09/10
09/11/2020 00:00:00,14.3,6.33,2020/09/11
09/12/2020 00:00:00,14.41,6.44,2020/09/12
09/13/2020 00:00:00,14.48,6.63,2020/09/13
09/14/2020 00:00:00,14.46,6.73,2020/09/14
09/15/2020 00:00:00,14.44,6.58,2020/09/15
09/16/2020 00:00:00,14.34,6.47,2020/09/16
09/17/2020 00:00:00,14.25,6.32,2020/09/17
09/18/2020 00:00:00,14.22,6.38,2020/09/18
09/19/2020 00:00:00,14.17,6.3,2020/09/19
09/20/2020 00:00:00,13.94,6.14,2020/09/20
09/21/2020 00:00:00,13.79,6.18,2020/09/21
09/22/2020 00:00:00,13.7,6.21,2020/09/22
09/23/2020 00:00:00,13.63,6.15,2020/09/23
09/24/2020 00:00:00,13.6,6.22,2020/09/24
09/25/2020 00:00:00,13.65,6.22,2020/09/25
09/26/2020 00:00:00,13.59,6.02,2020/09/26
09/27/2020 00:00:00,13.65,5.9,2020/09/27
09/28/2020 00:00:00,13.68,5.92,2020/09/28
09/29/2020 00:00:00,13.62,5.97,2020/09/29
09/30/2020 00:00:00,13.61,5.99,2020/09/30
10/01/2020 00:00:00,13.53,5.84,2020/10/01
10/02/2020 00:00:00,13.45,5.81,2020/10/02
10/03/2020 00:00:00,13.32,5.82,2020/10/03
10/04/2020 00:00:00,13.18,5.76,2020/10/04
10/05/2020 00:00:00,13.11,29.65,2020/10/05
10/06/2020 00:00:00,13.17,NA,2020/10/06
10/07/2020 00:00:00,13.11,5.86,2020/10/07
10/08/2020 00:00:00,13.05,6.01,2020/10/08
10/09/2020 00:00:00,12.93,5.88,2020/10/09
10/10/2020 00:00:00,12.82,5.73,2020/10/10
10/11/2020 00:00:00,12.76,5.54,2020/10/11
10/12/2020 00:00:00,12.48,5.35,2020/10/12
10/13/2020 00:00:00,12.36,5.41,2020/10/13
10/14/2020 00:00:00,12.41,5.5,2020/10/14
10/15/2020 00:00:00,12.39,5.47,2020/10/15
10/16/2020 00:00:00,12.26,5.53,2020/10/16
10/17/2020 00:00:00,12.13,5.6,2020/10/17
10/18/2020 00:00:00,12.1,5.62,2020/10/18
