"","Dates","StageHeight_FW","Overtopping_FW","StageHeight_ISt","Overtopping_ISt","StageHeight_LIS","Overtopping_LIS","Inundation"
"1",1998-01-01,16.45,"No",5.22,"No",6.01176470588235,"No",FALSE
"2",1998-01-02,16.49,"No",5.37,"No",6.810625,"No",FALSE
"3",1998-01-03,16.87,"No",5.69,"No",7.05354166666667,"No",FALSE
"4",1998-01-04,18.46,"No",6.11,"No",7.065625,"No",FALSE
"5",1998-01-05,22.03,"No",7.18,"No",6.60802083333333,"No",FALSE
"6",1998-01-06,23.33,"No",8.33,"No",6.41989583333333,"No",FALSE
"7",1998-01-07,21.91,"No",8.16,"No",6.4546875,"No",FALSE
"8",1998-01-08,21.08,"No",7.54,"No",6.58947916666667,"No",FALSE
"9",1998-01-09,21.83,"No",7.51,"No",6.73104166666667,"No",FALSE
"10",1998-01-10,21.48,"No",7.88,"No",7.1146875,"No",FALSE
"11",1998-01-11,21.76,"No",7.99,"No",7.3009375,"No",FALSE
"12",1998-01-12,26.02,"No",9.27,"No",7.74760416666667,"No",FALSE
"13",1998-01-13,30.33,"No",14.14,"No",8.6340625,"No",FALSE
"14",1998-01-14,31.96,"No",NA,NA,9.26333333333333,"No",FALSE
"15",1998-01-15,33.58,"Yes",NA,NA,9.6246875,"No",TRUE
"16",1998-01-16,35.31,"Yes",NA,NA,10.2252083333333,"No",TRUE
"17",1998-01-17,35.65,"Yes",NA,NA,11.8075,"No",TRUE
"18",1998-01-18,35.73,"Yes",NA,NA,16.0652083333333,"Yes",TRUE
"19",1998-01-19,35.88,"Yes",NA,NA,17.3698958333333,"Yes",TRUE
"20",1998-01-20,35.92,"Yes",22.77,"Yes",17.8959375,"Yes",TRUE
"21",1998-01-21,35.9,"Yes",22.17,"Yes",18.0555208333333,"Yes",TRUE
"22",1998-01-22,35.67,"Yes",21.73,"Yes",17.9507291666667,"Yes",TRUE
"23",1998-01-23,35.37,"Yes",21.24,"Yes",17.6235416666667,"Yes",TRUE
"24",1998-01-24,35.17,"Yes",20.74,"Yes",17.0638541666667,"Yes",TRUE
"25",1998-01-25,35.05,"Yes",20.34,"Yes",16.5073958333333,"Yes",TRUE
"26",1998-01-26,34.92,"Yes",20.08,"Yes",16.051875,"Yes",TRUE
"27",1998-01-27,34.94,"Yes",19.94,"Yes",15.6628125,"Yes",TRUE
"28",1998-01-28,35.11,"Yes",19.98,"Yes",15.5254022988506,"Yes",TRUE
"29",1998-01-29,35.45,"Yes",20.24,"Yes",15.7986458333333,"Yes",TRUE
"30",1998-01-30,35.75,"Yes",20.81,"Yes",16.4766666666667,"Yes",TRUE
"31",1998-01-31,35.67,"Yes",20.79,"Yes",17.2408333333333,"Yes",TRUE
"32",1998-02-01,35.58,"Yes",20.65,"Yes",17.2854166666667,"Yes",TRUE
"33",1998-02-02,35.65,"Yes",20.83,"Yes",17.3633333333333,"Yes",TRUE
"34",1998-02-03,36.48,"Yes",22.99,"Yes",17.8986206896552,"Yes",TRUE
"35",1998-02-04,37.49,"Yes",26.58,"Yes",20.2973563218391,"Yes",TRUE
"36",1998-02-05,37.94,"Yes",25.9,"Yes",21.7025287356322,"Yes",TRUE
"37",1998-02-06,38.24,"Yes",25.07,"Yes",22.2227906976744,"Yes",TRUE
"38",1998-02-07,38.27,"Yes",24.57,"Yes",22.6763157894737,"Yes",TRUE
"39",1998-02-08,38.46,"Yes",25.1,"Yes",23.1568181818182,"Yes",TRUE
"40",1998-02-09,38.43,"Yes",24.72,"Yes",23.2367708333333,"Yes",TRUE
"41",1998-02-10,38.15,"Yes",24.01,"Yes",22.9691666666667,"Yes",TRUE
"42",1998-02-11,37.7,"Yes",23.47,"Yes",22.624375,"Yes",TRUE
"43",1998-02-12,37.32,"Yes",23,"Yes",22.114375,"Yes",TRUE
"44",1998-02-13,37.14,"Yes",22.86,"Yes",21.7334375,"Yes",TRUE
"45",1998-02-14,37.05,"Yes",23.19,"Yes",21.3632291666667,"Yes",TRUE
"46",1998-02-15,37.19,"Yes",24.76,"Yes",21.2479166666667,"Yes",TRUE
"47",1998-02-16,37.04,"Yes",25.03,"Yes",21.0852083333333,"Yes",TRUE
"48",1998-02-17,36.94,"Yes",24.64,"Yes",20.96375,"Yes",TRUE
"49",1998-02-18,36.69,"Yes",24.17,"Yes",20.7986315789474,"Yes",TRUE
"50",1998-02-19,36.57,"Yes",23.59,"Yes",20.3279166666667,"Yes",TRUE
"51",1998-02-20,36.64,"Yes",23.63,"Yes",20.41,"Yes",TRUE
"52",1998-02-21,36.59,"Yes",23.27,"Yes",20.4005208333333,"Yes",TRUE
"53",1998-02-22,37.01,"Yes",23.43,"Yes",20.6963541666667,"Yes",TRUE
"54",1998-02-23,36.98,"Yes",23.61,"Yes",21.0114583333333,"Yes",TRUE
"55",1998-02-24,36.89,"Yes",23.5,"Yes",21.0047916666667,"Yes",TRUE
"56",1998-02-25,36.71,"Yes",23.05,"Yes",20.8236781609195,"Yes",TRUE
"57",1998-02-26,36.52,"Yes",22.69,"Yes",20.4672916666667,"Yes",TRUE
"58",1998-02-27,36.31,"Yes",22.37,"Yes",20.1235416666667,"Yes",TRUE
"59",1998-02-28,36.08,"Yes",22.01,"Yes",19.72125,"Yes",TRUE
"60",1998-03-01,35.79,"Yes",21.61,"Yes",19.2545833333333,"Yes",TRUE
"61",1998-03-02,35.53,"Yes",21.21,"Yes",18.7017708333333,"Yes",TRUE
"62",1998-03-03,35.38,"Yes",20.87,"Yes",18.1855208333333,"Yes",TRUE
"63",1998-03-04,35.26,"Yes",20.61,"Yes",17.7430208333333,"Yes",TRUE
"64",1998-03-05,35.08,"Yes",20.4,"Yes",17.3326041666667,"Yes",TRUE
"65",1998-03-06,34.93,"Yes",20.37,"Yes",16.9301041666667,"Yes",TRUE
"66",1998-03-07,34.74,"Yes",20.21,"Yes",16.4735416666667,"Yes",TRUE
"67",1998-03-08,34.5,"Yes",19.87,"Yes",15.9744791666667,"Yes",TRUE
"68",1998-03-09,34.24,"Yes",19.55,"Yes",15.3854166666667,"Yes",TRUE
"69",1998-03-10,33.9,"Yes",19.23,"Yes",14.8229166666667,"Yes",TRUE
"70",1998-03-11,33.23,"Yes",18.78,"Yes",14.2659375,"Yes",TRUE
"71",1998-03-12,32.4,"Yes",18.08,"Yes",14.0590625,"Yes",TRUE
"72",1998-03-13,31.55,"No",17.28,"Yes",13.8514583333333,"Yes",TRUE
"73",1998-03-14,30.8,"No",16.44,"No",13.7329166666667,"Yes",TRUE
"74",1998-03-15,30.53,"No",15.69,"No",13.6065625,"Yes",TRUE
"75",1998-03-16,30.22,"No",15.37,"No",13.6016666666667,"Yes",TRUE
"76",1998-03-17,29.66,"No",15.04,"No",13.4690625,"Yes",TRUE
"77",1998-03-18,28.95,"No",14.44,"No",13.3367708333333,"Yes",TRUE
"78",1998-03-19,28.44,"No",14.05,"No",13.0831578947368,"Yes",TRUE
"79",1998-03-20,28.58,"No",14.74,"No",13.1372916666667,"Yes",TRUE
"80",1998-03-21,29.25,"No",15.23,"No",13.0620833333333,"Yes",TRUE
"81",1998-03-22,30.42,"No",15.85,"No",12.9394791666667,"No",FALSE
"82",1998-03-23,31.7,"No",16.95,"No",12.8690625,"No",FALSE
"83",1998-03-24,33.67,"Yes",18.51,"Yes",12.8647916666667,"No",TRUE
"84",1998-03-25,35.16,"Yes",20.6,"Yes",12.91625,"No",TRUE
"85",1998-03-26,35.62,"Yes",22.12,"Yes",14.6323958333333,"Yes",TRUE
"86",1998-03-27,35.87,"Yes",22.64,"Yes",16.9186458333333,"Yes",TRUE
"87",1998-03-28,35.95,"Yes",22.76,"Yes",17.7788541666667,"Yes",TRUE
"88",1998-03-29,35.88,"Yes",22.55,"Yes",17.9915625,"Yes",TRUE
"89",1998-03-30,35.69,"Yes",22.14,"Yes",17.9186458333333,"Yes",TRUE
"90",1998-03-31,35.42,"Yes",21.67,"Yes",17.5859375,"Yes",TRUE
"91",1998-04-01,35.06,"Yes",21.38,"Yes",17.1129166666667,"Yes",TRUE
"92",1998-04-02,34.78,"Yes",NA,NA,16.3625,"Yes",TRUE
"93",1998-04-03,34.73,"Yes",NA,NA,15.6486458333333,"Yes",TRUE
"94",1998-04-04,34.73,"Yes",NA,NA,15.2797916666667,"Yes",TRUE
"95",1998-04-05,34.61,"Yes",NA,NA,15.1858333333333,"Yes",TRUE
"96",1998-04-06,34.53,"Yes",NA,NA,15.0042708333333,"Yes",TRUE
"97",1998-04-07,34.48,"Yes",NA,NA,14.6815625,"Yes",TRUE
"98",1998-04-08,34.42,"Yes",NA,NA,14.4514583333333,"Yes",TRUE
"99",1998-04-09,34.36,"Yes",NA,NA,14.1855208333333,"Yes",TRUE
"100",1998-04-10,34.11,"Yes",NA,NA,13.9303125,"Yes",TRUE
"101",1998-04-11,33.75,"Yes",NA,NA,13.5914583333333,"Yes",TRUE
"102",1998-04-12,33.16,"Yes",NA,NA,13.189375,"Yes",TRUE
"103",1998-04-13,32.51,"Yes",NA,NA,12.9277083333333,"No",TRUE
"104",1998-04-14,32,"Yes",NA,NA,12.6744791666667,"No",TRUE
"105",1998-04-15,31.34,"No",NA,NA,12.4327083333333,"No",FALSE
"106",1998-04-16,30.46,"No",NA,NA,12.2972916666667,"No",FALSE
"107",1998-04-17,29.47,"No",NA,NA,12.1394252873563,"No",FALSE
"108",1998-04-18,28.28,"No",NA,NA,11.970625,"No",FALSE
"109",1998-04-19,27.42,"No",NA,NA,11.7248958333333,"No",FALSE
"110",1998-04-20,27.16,"No",NA,NA,11.4747916666667,"No",FALSE
"111",1998-04-21,27.2,"No",NA,NA,11.2544791666667,"No",FALSE
"112",1998-04-22,27.09,"No",NA,NA,11.0646875,"No",FALSE
"113",1998-04-23,27.05,"No",NA,NA,10.9094285714286,"No",FALSE
"114",1998-04-24,27.24,"No",NA,NA,10.3223076923077,"No",FALSE
"115",1998-04-25,27.8,"No",NA,NA,10.1233333333333,"No",FALSE
"116",1998-04-26,28.06,"No",NA,NA,9.6521875,"No",FALSE
"117",1998-04-27,28.12,"No",NA,NA,9.2253125,"No",FALSE
"118",1998-04-28,28.05,"No",NA,NA,8.88625,"No",FALSE
"119",1998-04-29,27.46,"No",NA,NA,8.61333333333333,"No",FALSE
"120",1998-04-30,26.87,"No",NA,NA,8.49552083333333,"No",FALSE
"121",1998-05-01,26.73,"No",NA,NA,8.28958333333333,"No",FALSE
"122",1998-05-02,26.89,"No",NA,NA,7.99708333333333,"No",FALSE
"123",1998-05-03,27.34,"No",NA,NA,7.84510416666667,"No",FALSE
"124",1998-05-04,27.89,"No",NA,NA,7.899375,"No",FALSE
"125",1998-05-05,28.08,"No",NA,NA,8.04520833333333,"No",FALSE
"126",1998-05-06,28.09,"No",NA,NA,8.064375,"No",FALSE
"127",1998-05-07,28.02,"No",NA,NA,7.7996875,"No",FALSE
"128",1998-05-08,27.39,"No",NA,NA,7.68020833333333,"No",FALSE
"129",1998-05-09,26.63,"No",NA,NA,7.51822916666667,"No",FALSE
"130",1998-05-10,26.69,"No",NA,NA,7.36458333333333,"No",FALSE
"131",1998-05-11,27.09,"No",NA,NA,7.38645833333333,"No",FALSE
"132",1998-05-12,26.8,"No",NA,NA,7.30041666666667,"No",FALSE
"133",1998-05-13,27.06,"No",NA,NA,7.35895833333333,"No",FALSE
"134",1998-05-14,28.04,"No",NA,NA,7.28416666666667,"No",FALSE
"135",1998-05-15,28.17,"No",NA,NA,7.4840625,"No",FALSE
"136",1998-05-16,28.02,"No",NA,NA,7.735625,"No",FALSE
"137",1998-05-17,28.17,"No",NA,NA,7.5309375,"No",FALSE
"138",1998-05-18,29.14,"No",NA,NA,7.1446875,"No",FALSE
"139",1998-05-19,29.2,"No",NA,NA,7.09552083333333,"No",FALSE
"140",1998-05-20,28.85,"No",NA,NA,6.96340659340659,"No",FALSE
"141",1998-05-21,28.25,"No",NA,NA,6.61520833333333,"No",FALSE
"142",1998-05-22,27.74,"No",NA,NA,6.4196875,"No",FALSE
"143",1998-05-23,27.18,"No",NA,NA,6.55229166666667,"No",FALSE
"144",1998-05-24,26.99,"No",NA,NA,6.866875,"No",FALSE
"145",1998-05-25,27.26,"No",NA,NA,7.0340625,"No",FALSE
"146",1998-05-26,27.86,"No",NA,NA,7.20239583333333,"No",FALSE
"147",1998-05-27,28.88,"No",NA,NA,7.1796875,"No",FALSE
"148",1998-05-28,29.2,"No",NA,NA,7.26166666666667,"No",FALSE
"149",1998-05-29,30.28,"No",15.46,"No",7.92604166666667,"No",FALSE
"150",1998-05-30,31.98,"No",16.71,"No",8.60979166666667,"No",FALSE
"151",1998-05-31,33.77,"Yes",18.36,"Yes",9.69302083333333,"No",TRUE
"152",1998-06-01,34.99,"Yes",20.15,"Yes",10.23125,"No",TRUE
"153",1998-06-02,34.93,"Yes",21.02,"Yes",11.6295833333333,"No",TRUE
"154",1998-06-03,34.64,"Yes",20.64,"Yes",14.1211458333333,"Yes",TRUE
"155",1998-06-04,34.38,"Yes",20.16,"Yes",14.8419791666667,"Yes",TRUE
"156",1998-06-05,34.2,"Yes",19.7,"Yes",14.6390625,"Yes",TRUE
"157",1998-06-06,34.04,"Yes",19.43,"Yes",14.2163541666667,"Yes",TRUE
"158",1998-06-07,33.85,"Yes",19.28,"Yes",13.7639583333333,"Yes",TRUE
"159",1998-06-08,33.58,"Yes",19.08,"Yes",13.2254166666667,"Yes",TRUE
"160",1998-06-09,33.07,"Yes",18.92,"Yes",12.7545977011494,"No",TRUE
"161",1998-06-10,32.38,"Yes",18.4,"Yes",12.2504166666667,"No",TRUE
"162",1998-06-11,31.77,"No",17.79,"Yes",11.7046875,"No",TRUE
"163",1998-06-12,31.37,"No",17.23,"Yes",11.1389583333333,"No",TRUE
"164",1998-06-13,31.37,"No",16.91,"No",10.6040625,"No",FALSE
"165",1998-06-14,31.5,"No",16.97,"No",10.13,"No",FALSE
"166",1998-06-15,31.65,"No",17.23,"Yes",9.73694736842105,"No",TRUE
"167",1998-06-16,31.73,"No",17.83,"Yes",9.59645833333333,"No",TRUE
"168",1998-06-17,31.42,"No",18.1,"Yes",9.08791666666667,"No",TRUE
"169",1998-06-18,30.9,"No",17.85,"Yes",8.4825,"No",TRUE
"170",1998-06-19,30.05,"No",17.15,"Yes",8.21979166666667,"No",TRUE
"171",1998-06-20,29.19,"No",16.11,"No",8.05625,"No",FALSE
"172",1998-06-21,28.47,"No",15.26,"No",7.67541666666667,"No",FALSE
"173",1998-06-22,27.95,"No",14.76,"No",6.87125,"No",FALSE
"174",1998-06-23,27.54,"No",14.49,"No",NA,NA,FALSE
"175",1998-06-24,27.06,"No",14.14,"No",NA,NA,FALSE
"176",1998-06-25,26.36,"No",13.66,"No",NA,NA,FALSE
"177",1998-06-26,25.65,"No",12.97,"No",NA,NA,FALSE
"178",1998-06-27,25.3,"No",12.3,"No",NA,NA,FALSE
"179",1998-06-28,25.11,"No",12.15,"No",NA,NA,FALSE
"180",1998-06-29,24.81,"No",12,"No",NA,NA,FALSE
"181",1998-06-30,24.58,"No",11.75,"No",NA,NA,FALSE
"182",1998-07-01,24.34,"No",11.36,"No",NA,NA,FALSE
"183",1998-07-02,24.11,"No",10.92,"No",NA,NA,FALSE
"184",1998-07-03,23.92,"No",10.43,"No",5.81413793103448,"No",FALSE
"185",1998-07-04,23.74,"No",10.13,"No",6.22479166666667,"No",FALSE
"186",1998-07-05,23.47,"No",9.89,"No",6.39770833333333,"No",FALSE
"187",1998-07-06,23.4,"No",9.74,"No",6.46677083333333,"No",FALSE
"188",1998-07-07,23.27,"No",9.62,"No",6.4340625,"No",FALSE
"189",1998-07-08,23.02,"No",9.3,"No",6.52458333333333,"No",FALSE
"190",1998-07-09,22.85,"No",9.13,"No",6.72604166666667,"No",FALSE
"191",1998-07-10,22.55,"No",9.06,"No",6.91510416666667,"No",FALSE
"192",1998-07-11,22.34,"No",8.76,"No",6.59635416666667,"No",FALSE
"193",1998-07-12,22,"No",8.39,"No",6.3234375,"No",FALSE
"194",1998-07-13,21.73,"No",8.08,"No",6.2475,"No",FALSE
"195",1998-07-14,21.58,"No",7.99,"No",6.14385416666667,"No",FALSE
"196",1998-07-15,21.47,"No",7.81,"No",5.70604166666667,"No",FALSE
"197",1998-07-16,21.25,"No",7.58,"No",5.45252873563218,"No",FALSE
"198",1998-07-17,21.02,"No",7.45,"No",5.66822916666667,"No",FALSE
"199",1998-07-18,20.81,"No",7.2,"No",5.67677083333333,"No",FALSE
"200",1998-07-19,20.65,"No",7.13,"No",5.82083333333333,"No",FALSE
"201",1998-07-20,20.56,"No",7.21,"No",5.96885057471264,"No",FALSE
"202",1998-07-21,20.48,"No",7.37,"No",5.74,"No",FALSE
"203",1998-07-22,20.47,"No",7.29,"No",6.2940625,"No",FALSE
"204",1998-07-23,20.44,"No",7.26,"No",6.33020833333333,"No",FALSE
"205",1998-07-24,20.4,"No",7.31,"No",6.404375,"No",FALSE
"206",1998-07-25,20.43,"No",7.26,"No",6.25904761904762,"No",FALSE
"207",1998-07-26,20.53,"No",7.24,"No",6.15666666666667,"No",FALSE
"208",1998-07-27,20.59,"No",7.23,"No",6.05833333333333,"No",FALSE
"209",1998-07-28,20.6,"No",7.22,"No",5.9415625,"No",FALSE
"210",1998-07-29,20.56,"No",7.16,"No",5.84760416666667,"No",FALSE
"211",1998-07-30,20.5,"No",7.08,"No",5.53701149425287,"No",FALSE
"212",1998-07-31,20.54,"No",7.05,"No",5.44010416666667,"No",FALSE
"213",1998-08-01,20.58,"No",6.99,"No",5.3065625,"No",FALSE
"214",1998-08-02,20.64,"No",7.08,"No",5.44822916666667,"No",FALSE
"215",1998-08-03,20.71,"No",7.18,"No",5.55635416666667,"No",FALSE
"216",1998-08-04,20.78,"No",7.39,"No",5.72114583333333,"No",FALSE
"217",1998-08-05,20.75,"No",7.52,"No",5.94604166666667,"No",FALSE
"218",1998-08-06,20.77,"No",7.65,"No",6.1975,"No",FALSE
"219",1998-08-07,20.74,"No",7.73,"No",6.29333333333333,"No",FALSE
"220",1998-08-08,20.62,"No",7.66,"No",6.15072916666667,"No",FALSE
"221",1998-08-09,20.67,"No",7.59,"No",6.01802083333333,"No",FALSE
"222",1998-08-10,20.86,"No",7.71,"No",5.81739583333333,"No",FALSE
"223",1998-08-11,20.95,"No",7.76,"No",5.76791666666667,"No",FALSE
"224",1998-08-12,20.89,"No",7.66,"No",5.57023529411765,"No",FALSE
"225",1998-08-13,20.92,"No",7.61,"No",5.87979166666667,"No",FALSE
"226",1998-08-14,20.98,"No",7.77,"No",6.00375,"No",FALSE
"227",1998-08-15,20.9,"No",7.83,"No",6.15385416666667,"No",FALSE
"228",1998-08-16,20.72,"No",7.78,"No",6.14125,"No",FALSE
"229",1998-08-17,20.67,"No",7.64,"No",6.07479166666667,"No",FALSE
"230",1998-08-18,20.74,"No",7.67,"No",5.99083333333333,"No",FALSE
"231",1998-08-19,20.93,"No",7.76,"No",6.01291666666667,"No",FALSE
"232",1998-08-20,21.04,"No",7.85,"No",6.01625,"No",FALSE
"233",1998-08-21,21.06,"No",7.85,"No",5.83302083333333,"No",FALSE
"234",1998-08-22,21.12,"No",7.79,"No",5.65854166666667,"No",FALSE
"235",1998-08-23,21.18,"No",7.83,"No",5.7028125,"No",FALSE
"236",1998-08-24,21.31,"No",7.88,"No",5.68145833333333,"No",FALSE
"237",1998-08-25,21.42,"No",8.04,"No",5.9365625,"No",FALSE
"238",1998-08-26,21.66,"No",8.25,"No",5.92347826086957,"No",FALSE
"239",1998-08-27,21.57,"No",8.15,"No",5.53428571428571,"No",FALSE
"240",1998-08-28,21.34,"No",7.94,"No",5.4984375,"No",FALSE
"241",1998-08-29,21.22,"No",7.8,"No",5.37333333333333,"No",FALSE
"242",1998-08-30,21.22,"No",7.76,"No",5.44875,"No",FALSE
"243",1998-08-31,21.22,"No",7.87,"No",5.67604166666667,"No",FALSE
"244",1998-09-01,21.2,"No",7.92,"No",5.75239583333333,"No",FALSE
"245",1998-09-02,21.28,"No",8.14,"No",5.93052083333333,"No",FALSE
"246",1998-09-03,21.48,"No",8.39,"No",6.24229885057471,"No",FALSE
"247",1998-09-04,21.68,"No",8.56,"No",6.31045977011494,"No",FALSE
"248",1998-09-05,21.78,"No",8.74,"No",6.09684782608696,"No",FALSE
"249",1998-09-06,22.04,"No",8.83,"No",6.11644444444444,"No",FALSE
"250",1998-09-07,22.1,"No",8.83,"No",5.90655172413793,"No",FALSE
"251",1998-09-08,22.11,"No",8.95,"No",6.249375,"No",FALSE
"252",1998-09-09,22.2,"No",8.85,"No",6.66447916666667,"No",FALSE
"253",1998-09-10,22.25,"No",8.53,"No",6.66493506493507,"No",FALSE
"254",1998-09-11,22.17,"No",8.84,"No",6.25770833333333,"No",FALSE
"255",1998-09-12,21.94,"No",8.62,"No",6.28677083333333,"No",FALSE
"256",1998-09-13,21.58,"No",8.18,"No",6.24674418604651,"No",FALSE
"257",1998-09-14,21.18,"No",7.76,"No",6.0971875,"No",FALSE
"258",1998-09-15,20.68,"No",7.62,"No",5.5221875,"No",FALSE
"259",1998-09-16,20.38,"No",7.47,"No",6.28,"No",FALSE
"260",1998-09-17,20.32,"No",7.55,"No",6.00197674418605,"No",FALSE
"261",1998-09-18,20.51,"No",7.61,"No",5.85677083333333,"No",FALSE
"262",1998-09-19,20.53,"No",7.58,"No",5.40645833333333,"No",FALSE
"263",1998-09-20,20.5,"No",7.62,"No",5.44652173913043,"No",FALSE
"264",1998-09-21,20.39,"No",7.55,"No",5.56692307692308,"No",FALSE
"265",1998-09-22,19.78,"No",7.4,"No",5.6734375,"No",FALSE
"266",1998-09-23,19.79,"No",7.52,"No",5.7225,"No",FALSE
"267",1998-09-24,19.83,"No",7.54,"No",5.589375,"No",FALSE
"268",1998-09-25,19.73,"No",7.53,"No",5.58954022988506,"No",FALSE
"269",1998-09-26,19.61,"No",7.38,"No",5.82390804597701,"No",FALSE
"270",1998-09-27,19.44,"No",7.18,"No",5.28697916666667,"No",FALSE
"271",1998-09-28,19.44,"No",7.14,"No",5.08635416666667,"No",FALSE
"272",1998-09-29,19.45,"No",7.25,"No",5.43958333333333,"No",FALSE
"273",1998-09-30,19.4,"No",7.3,"No",5.54552083333333,"No",FALSE
"274",1998-10-01,19.34,"No",7.32,"No",5.57375,"No",FALSE
"275",1998-10-02,19.21,"No",7.09,"No",5.48697916666667,"No",FALSE
"276",1998-10-03,19.1,"No",6.83,"No",5.30135416666667,"No",FALSE
"277",1998-10-04,18.88,"No",6.5,"No",5.07614583333333,"No",FALSE
"278",1998-10-05,18.72,"No",6.3,"No",4.93739583333333,"No",FALSE
"279",1998-10-06,18.46,"No",6.09,"No",4.9821875,"No",FALSE
"280",1998-10-07,18.23,"No",5.99,"No",5.263125,"No",FALSE
"281",1998-10-08,18.07,"No",6.01,"No",5.4434375,"No",FALSE
"282",1998-10-09,17.81,"No",5.68,"No",5.32458333333333,"No",FALSE
"283",1998-10-10,17.55,"No",5.4,"No",5.2140625,"No",FALSE
"284",1998-10-11,17.3,"No",5.12,"No",5.18586956521739,"No",FALSE
"285",1998-10-12,17.15,"No",4.97,"No",5.19626373626374,"No",FALSE
"286",1998-10-13,16.97,"No",4.84,"No",5.1059375,"No",FALSE
"287",1998-10-14,16.7,"No",4.71,"No",5.08979166666667,"No",FALSE
"288",1998-10-15,16.52,"No",4.65,"No",4.9745652173913,"No",FALSE
"289",1998-10-16,16.31,"No",4.43,"No",4.46186813186813,"No",FALSE
"290",1998-10-17,16.24,"No",4.28,"No",4.46815217391304,"No",FALSE
"291",1998-10-18,16.09,"No",4.33,"No",4.47768292682927,"No",FALSE
"292",1998-10-19,15.93,"No",4.36,"No",4.83375,"No",FALSE
"293",1998-10-20,15.89,"No",4.39,"No",5.05873563218391,"No",FALSE
"294",1998-10-21,15.82,"No",4.36,"No",4.99291666666667,"No",FALSE
"295",1998-10-22,15.73,"No",4.41,"No",5.00559523809524,"No",FALSE
"296",1998-10-23,15.68,"No",4.33,"No",4.96274725274725,"No",FALSE
"297",1998-10-24,15.56,"No",4.32,"No",5.33195402298851,"No",FALSE
"298",1998-10-25,15.59,"No",4.54,"No",5.04978260869565,"No",FALSE
"299",1998-10-26,16.03,"No",4.38,"No",4.96541666666667,"No",FALSE
"300",1998-10-27,16.58,"No",4.63,"No",5.2345652173913,"No",FALSE
"301",1998-10-28,16.68,"No",4.87,"No",5.45987654320988,"No",FALSE
"302",1998-10-29,16.7,"No",4.69,"No",4.97476744186047,"No",FALSE
"303",1998-10-30,16.6,"No",4.61,"No",5.04320512820513,"No",FALSE
"304",1998-10-31,16.46,"No",4.5,"No",5.20377777777778,"No",FALSE
"305",1998-11-01,16.33,"No",4.46,"No",5.0143956043956,"No",FALSE
"306",1998-11-02,16.24,"No",4.44,"No",4.75965517241379,"No",FALSE
"307",1998-11-03,16.22,"No",4.55,"No",5.03318681318681,"No",FALSE
"308",1998-11-04,16.2,"No",4.58,"No",5.12149425287356,"No",FALSE
"309",1998-11-05,16.16,"No",4.64,"No",5.27427083333333,"No",FALSE
"310",1998-11-06,16.15,"No",4.6,"No",5.01538461538462,"No",FALSE
"311",1998-11-07,16.1,"No",4.81,"No",5.55358695652174,"No",FALSE
"312",1998-11-08,16.34,"No",5.07,"No",5.27602739726027,"No",FALSE
"313",1998-11-09,17.04,"No",4.91,"No",5.35184782608696,"No",FALSE
"314",1998-11-10,17.28,"No",4.97,"No",5.1856043956044,"No",FALSE
"315",1998-11-11,17.37,"No",5.14,"No",5.16739583333333,"No",FALSE
"316",1998-11-12,17.35,"No",5.12,"No",4.83072916666667,"No",FALSE
"317",1998-11-13,17.44,"No",5.12,"No",4.6315625,"No",FALSE
"318",1998-11-14,17.64,"No",5.29,"No",4.76022988505747,"No",FALSE
"319",1998-11-15,17.72,"No",5.46,"No",4.94802083333333,"No",FALSE
"320",1998-11-16,18.16,"No",5.64,"No",5.0215625,"No",FALSE
"321",1998-11-17,18.48,"No",6.01,"No",5.42145833333333,"No",FALSE
"322",1998-11-18,18.69,"No",6.16,"No",5.25208333333333,"No",FALSE
"323",1998-11-19,19.92,"No",6.11,"No",5.06333333333333,"No",FALSE
"324",1998-11-20,21.28,"No",6.71,"No",5.04302083333333,"No",FALSE
"325",1998-11-21,21.65,"No",7.22,"No",5.1340625,"No",FALSE
"326",1998-11-22,21.66,"No",7.49,"No",5.40833333333333,"No",FALSE
"327",1998-11-23,22.33,"No",7.66,"No",5.9378125,"No",FALSE
"328",1998-11-24,23.89,"No",8.64,"No",6.3503125,"No",FALSE
"329",1998-11-25,25.92,"No",9.28,"No",6.26739583333333,"No",FALSE
"330",1998-11-26,26.23,"No",10.24,"No",6.55364583333333,"No",FALSE
"331",1998-11-27,25.43,"No",10.25,"No",6.64416666666667,"No",FALSE
"332",1998-11-28,25.77,"No",9.97,"No",6.67552083333333,"No",FALSE
"333",1998-11-29,26.34,"No",10.4,"No",6.74552083333333,"No",FALSE
"334",1998-11-30,25.89,"No",10.67,"No",7.12572916666667,"No",FALSE
"335",1998-12-01,27.38,"No",10.99,"No",7.34875,"No",FALSE
"336",1998-12-02,29.6,"No",12.39,"No",7.34354166666667,"No",FALSE
"337",1998-12-03,30.91,"No",14.23,"No",7.7196875,"No",FALSE
"338",1998-12-04,32.14,"Yes",15.9,"No",7.858125,"No",TRUE
"339",1998-12-05,33.13,"Yes",17.11,"Yes",7.69760416666667,"No",TRUE
"340",1998-12-06,33.6,"Yes",17.96,"Yes",7.74395833333333,"No",TRUE
"341",1998-12-07,33.83,"Yes",18.35,"Yes",7.44333333333333,"No",TRUE
"342",1998-12-08,33.88,"Yes",18.46,"Yes",7.2878125,"No",TRUE
"343",1998-12-09,33.7,"Yes",18.43,"Yes",7.2428125,"No",TRUE
